Line,ProbCoup
52,2\25
56,2\25
60,2\25
64,2\25
68,2\25
72,2\25
76,2\25
80,2\25
84,2\25
88,2\25
92,2\25
96,2\25
111,2\25
115,2\25
119,2\25
129,2\25
130,2\25
131,2\25
132,2\25
147,1\16
150,1\16
151,1\5
155,1\5
156,1\5
158,1\16
215,1\7
216,1\1
218,1\7
219,1\3
222,1\7
223,1\1
225,1\7
226,1\1
228,1\1
230,1\1
231,1\1
234,1\7
235,1\7
236,1\7
237,1\7
373,2\22
382,2\22
475,1\1
476,1\1
478,1\1
479,1\1
480,1\1
482,1\1
584,2\10
585,2\10
591,2\9
592,2\9
594,2\9
595,2\9
596,1\5
598,2\9
603,2\9
609,2\9
610,1\7
613,2\9
614,2\9
616,2\9
619,2\9
622,2\9
623,2\9
844,1\3
847,1\3
850,1\3
851,1\3
