Line,ProbCoup
0,0\4
1,0
2,0
3,1\2
4,0\1
5,0\1
6,1\1
7,0\1
8,0\1
9,0
10,0\3
11,1\2
12,2\3
13,0
14,1\1
15,1\3
16,1\1
17,0
18,1\2
19,0\1
20,1\1
21,0\1
22,0\1
23,1\3
24,0\1
25,0
26,0\1
27,2\4
28,0
29,1\1
30,0
31,0
32,1\1
33,1\3
34,0
35,0\2
36,1\1
37,1\2
38,0\2
39,1\1
40,1\2
41,1\2
42,0
43,1\3
44,2\3
45,0
46,1\1
47,0\1
48,1\1
49,0
50,0\2
51,0\1
52,0
53,0
54,0\2
55,1\2
56,0\3
57,1\1
58,2\3
59,0\1
60,1\2
61,1\2
62,1\1
63,0
64,1\1
65,0
66,0\2
67,1\3
68,0\1
69,0
70,1\1
71,0
72,0\4
73,0
74,1\1
75,2\4
76,1\3
77,1\1
78,0\1
79,0
80,0
81,0\1
82,0
83,1\1
84,1\2
85,0
86,0
87,0\1
88,1\1
89,1\1
90,1\3
91,0\2
92,0
93,0\1
94,0
95,0\2
96,2\3
97,1\2
98,1\3
99,0\1
100,0
101,1\1
102,0\1
103,1\2
104,0\1
105,0
106,1\2
107,0\3
108,1\1
109,1\2
110,0
111,0\1
112,0\1
113,1\1
114,1\2
115,0\4
116,1\1
117,0\1
118,0\1
119,1\4
120,0\1
121,0\2
122,2\2
123,1\3
124,1\1
125,1\1
126,2\3
127,0\2
128,1\2
129,1\1
130,1\3
131,0\1
132,1\2
133,1\2
134,1\2
135,1\1
136,0
137,1\1
138,0\1
139,1\4
140,0
141,0\2
142,2\3
143,1\1
144,2\2
145,1\3
146,0
147,0
148,1\2
149,2\3
150,0\1
151,0
152,1\2
153,0\1
154,0\2
155,1\3
156,1\1
157,0\2
158,1\2
159,1\2
160,0
161,1\5
162,0\1
163,2\2
164,1\2
165,0\1
166,0\1
167,0
168,0\1
169,1\2
170,1\1
171,0
172,1\2
173,2\2
174,1\3
175,1\1
176,1\1
177,0\1
178,2\2
179,1\3
180,0\1
181,0
182,1\1
183,1\1
184,0\1
185,1\3
186,0
187,1\1
188,0\4
189,0
190,0\2
191,0
192,0\3
193,2\2
194,0\2
195,1\4
196,1\3
197,0\3
198,0
199,0\3
200,1\2
201,1\2
202,1\1
203,0
204,0\1
205,1\2
206,1\2
207,0
208,0\1
209,1\2
