Line,ProbCoup
21,1\2
22,0\1
23,0\1
24,1\1
25,0
26,0\1
27,0
28,1\2
159,0
160,0\3
161,0\1
162,1\2
163,1\3
659,1\1
164,1\3
660,0\1
165,0\1
209,0\1
661,0\2
166,0\2
210,0\2
662,1\2
167,0
211,0\2
663,0\2
168,0\2
212,1\1
664,0
213,0\1
665,1\1
214,1\5
666,1\2
215,0
216,0
217,1\2
218,0
29,0
30,0
31,0\1
32,0
33,1\2
34,0\3
35,0\1
36,0\1
37,0
38,1\2
169,0\1
170,0
171,1\1
172,0\2
173,0
174,0\2
175,1\1
219,0\1
0,1\1
176,1\2
220,0\1
1,0
177,1\5
221,0
2,0
178,1\2
222,0\2
3,1\1
223,0\1
4,1\2
224,1\2
5,0\1
225,0
6,0\2
226,0\3
7,0
227,0
8,0\1
228,0\2
39,0\1
40,0\1
41,1\1
42,0\1
43,0
44,0\2
45,0\1
46,0\2
47,0\2
48,0\1
179,1\2
180,1\3
181,1\1
182,1\1
183,1\1
184,1\1
185,0
229,0
186,1\2
230,0\1
187,1\1
231,0\1
188,0
232,0
233,0\1
234,1\3
235,1\3
236,0\1
237,1\3
238,0\1
49,0\1
50,0
51,1\3
52,0\2
53,0
54,1\1
55,1\1
56,0\2
57,0\2
58,0
189,0
190,0
191,0
192,1\3
193,0
194,1\2
195,1\3
239,0\1
196,1\3
240,1\3
197,0
241,0\2
198,1\1
242,1\2
243,1\1
244,0
245,1\2
246,0\2
247,1\2
248,1\2
59,1\2
60,0\1
61,1\1
62,1\2
63,1\3
64,1\1
65,1\1
66,1\2
67,0
68,0
249,0\1
250,1\2
251,1\3
252,0\1
253,0\2
254,0\2
255,1\2
299,0\2
256,0
300,1\1
257,1\1
301,0
258,1\2
302,0\2
303,0\2
304,0\1
69,0
305,0\1
70,0\1
306,1\2
71,0\2
307,1\3
72,0
308,0\2
73,0\1
74,0\2
75,1\4
76,1\1
77,1\1
78,0\1
259,0
260,0\1
261,0
262,1\1
263,0\1
264,1\3
265,0
309,0\4
266,1\3
310,1\1
267,0
311,1\1
268,1\2
312,0
313,1\3
314,0\2
79,0\2
315,0
80,0\1
316,0\2
81,1\2
317,0
82,0
318,1\2
83,1\2
84,0
85,1\1
86,1\2
87,0\2
88,1\2
269,0\2
270,0
271,0
272,1\1
273,0
274,0\1
275,1\1
319,1\2
276,1\3
320,1\2
277,0\1
321,0\1
278,0
322,0\1
323,1\5
324,0\1
89,1\2
325,0
90,0
326,0\1
91,0
327,1\1
92,0
328,0\1
93,0\1
94,0
95,0\1
96,1\2
97,0
98,0
279,0\2
280,0
281,1\5
282,0
283,0
284,0\3
285,1\2
329,0\1
286,0
330,1\1
287,0\3
331,0\2
288,1\3
332,0\2
333,0\1
334,0\1
335,0
336,0\2
337,0\1
338,0\2
289,1\3
290,0\1
291,0\2
292,1\2
293,0
294,1\2
295,1\1
339,1\1
296,0\1
340,1\4
297,1\2
341,0
298,0\3
342,0
343,0\1
344,0
345,0\2
346,0\1
347,0
348,1\3
349,0\2
350,0\1
351,0\1
352,0\2
353,0\1
354,1\2
355,0\1
399,1\2
400,0
356,0\2
401,0
357,0\2
402,0
358,1\2
403,1\1
404,0
405,0
406,1\1
407,1\1
408,1\2
359,1\1
360,1\1
361,0\1
362,1\2
363,1\2
364,1\1
409,1\2
365,1\1
410,1\1
366,0\2
411,0
367,1\1
412,0\1
368,1\2
413,1\1
414,0
415,0
416,0\1
417,0\1
418,0\1
369,0\1
370,0\1
371,1\4
372,1\1
373,1\3
374,0\1
419,1\2
375,1\5
420,0\1
376,1\2
421,0
377,1\2
422,0
378,0\2
423,0
424,1\6
425,0
426,1\1
427,0\1
428,1\3
379,1\1
380,0\1
381,0\1
382,1\3
383,0\1
384,0\1
429,1\1
385,0\2
430,1\1
386,0\2
431,0\1
387,1\1
432,1\2
388,1\1
433,0\4
434,1\2
435,0\1
436,0\1
437,1\2
438,0\2
389,0\2
390,0\2
391,1\2
392,1\1
393,0
394,0\2
439,0
395,0\1
440,0
396,0\1
441,0\1
397,1\1
442,0\1
398,1\1
443,0
444,0\2
445,0\2
446,0\2
447,1\4
448,1\2
449,0\2
450,1\2
451,0\1
452,0
453,0
454,0
499,0
455,0
500,1\1
456,0\3
501,1\1
457,1\3
502,0\2
458,0\1
503,1\4
504,0
505,1\2
506,0\2
507,1\1
508,0\2
459,0\1
460,0
461,1\3
462,0\1
463,1\2
464,1\2
509,0\1
465,1\1
510,0
466,0
511,0\2
467,0
512,1\1
468,0
513,1\2
514,1\5
515,1\1
516,0
517,0\2
518,0
469,1\2
470,1\2
471,1\2
472,1\1
473,0\1
474,0
519,0\3
475,0
520,1\1
476,1\2
521,0\1
477,0\2
522,1\1
478,0\2
523,1\1
