Line,ProbCoup
21,0\3
22,0\3
23,0\1
24,0\2
25,0
26,0\3
27,1\4
28,0\2
159,0\3
160,0\3
161,0\2
162,0\1
163,0\4
164,0\4
165,0\2
209,1\5
166,0\2
210,0\4
167,0\1
211,1\2
168,0\2
212,0\3
213,0\3
214,0\4
215,0\1
216,0\5
217,0\3
218,0\3
29,0
30,1\3
31,0\3
32,0\2
33,0\1
34,1\2
35,0\2
36,0\1
37,0
38,0\2
169,0\1
170,1\1
171,1\4
172,0\3
173,0\1
174,0\2
175,0\3
219,0\2
0,0\4
176,1\2
220,1\4
1,0\1
177,1\3
221,0\1
2,0\2
178,0\3
222,0\1
3,0\2
223,1\3
4,0\4
224,0\1
5,0\1
225,0\2
6,0\1
226,0\2
7,1\3
227,0
8,0\2
228,0\5
39,1\4
40,0\1
41,0\2
42,1\3
43,0\4
44,0\3
45,0\1
46,1\5
47,1\4
48,0\5
179,0\2
180,1\4
181,0\3
182,0\2
183,0
184,0\1
185,0\4
229,0\3
186,1\4
230,0\4
187,1\3
231,0\3
188,1\6
232,0\1
233,1\3
234,0\4
235,0\2
236,0\1
237,1\3
238,0\2
49,1\4
50,0\2
51,0\4
52,1\3
53,0\2
54,0\3
55,1\4
56,0
57,0\5
58,1\2
189,0\2
190,0\4
191,1\5
192,0\2
193,0\5
194,1\4
195,0\4
239,0\1
196,0\3
240,0
197,0\2
241,0\3
198,0\1
242,1\3
243,1\2
244,0\3
245,0\2
246,0\1
247,0\1
248,0\3
59,0\4
60,0\3
61,1\6
62,0\4
63,0\3
64,0\2
65,1\4
66,0\1
67,0\2
68,0\1
249,1\5
250,0
251,0\3
252,0\3
253,0\1
254,1\4
255,1\3
299,0\2
256,0\1
300,0\1
257,0\1
301,1\2
258,0\2
302,0\2
303,0\2
304,0\2
69,0
305,0
70,0\4
306,0\1
71,0\4
307,0\3
72,1\3
308,0\6
73,1\3
74,1\2
75,1\4
76,0
77,0\1
78,0\1
259,0\2
260,0\4
261,1\4
262,0\4
263,0\5
264,0\2
265,0\3
309,0\3
266,0\1
310,0\2
267,0\2
311,0\3
268,0\5
312,0
313,0\1
314,0\3
79,0\2
315,0\2
80,0\1
316,0\1
81,1\5
317,0\3
82,0\3
318,1\4
83,0\2
84,0\2
85,0\2
86,0\1
87,0\2
88,0\2
269,0\3
270,0\2
271,0\2
272,0\3
273,0\3
274,0\3
275,0\5
319,0\1
276,0\1
320,0\3
277,0\2
321,0\3
278,1\3
322,0\2
323,1\2
324,0
89,1\2
325,0\1
90,0\4
326,0\5
91,0\1
327,1\4
92,0\4
328,1\3
93,0\1
94,0
95,0\3
96,0\3
97,0\2
98,0
279,0\4
280,1\2
281,1\4
282,0\2
283,1\4
284,1\3
285,0\2
329,0\3
286,0\2
330,0\1
287,0\2
331,0\2
288,0\5
332,1\2
333,0\2
334,0\2
335,1\8
336,1\1
337,1\2
338,0
289,0\4
290,0\2
291,0\4
292,1\2
293,0\3
294,0\4
295,0\5
339,0\1
296,0\2
340,0\3
297,0\1
341,0\2
298,1\2
342,0\2
343,0\1
344,0\2
345,0\3
346,1\4
347,0\2
348,0\2
349,0
350,0\2
351,1\4
352,0\3
353,0\3
354,0\2
355,0\2
399,0\3
400,0\4
356,1\4
401,0\2
357,0\4
402,0\2
358,0
403,0\2
404,0\1
405,0\3
406,0
407,1\4
408,1\2
359,0\2
360,0\3
361,0\4
362,0\1
363,0\4
364,0\2
409,0\3
365,0\4
410,1\2
366,1\4
411,0\2
367,0\2
412,0\1
368,0\3
413,0\3
414,0\4
415,1\3
416,0\4
417,1\3
418,1\4
369,1\4
370,0\3
371,1\2
372,0\4
373,0\3
374,1\4
419,0\2
375,0\4
420,0\3
376,0\4
421,0\4
377,0\1
422,0\3
378,0\1
423,1\3
424,0\3
425,0\2
426,0\1
427,0\2
428,0\4
379,0\1
380,0\5
381,0\1
382,1\3
383,0\2
384,1\2
429,0\2
385,1\6
430,1\3
386,1\5
431,0\2
387,1\1
432,0\3
388,0\1
433,0\2
434,0\2
435,0\2
436,1\4
,\27
,\27
389,0\1
390,0\2
391,0\3
392,0\1
393,0\2
394,0\3
,\27
395,0\1
,\27
396,0\2
,\27
397,0\2
,\27
398,0
,\27
,\27
,\27
,\27
,\27
,\27
,\27
99,0\2
100,0\2
101,1\4
102,0\1
103,0\3
104,0\4
105,0\1
106,0\3
107,0\4
108,0\1
109,0
110,0\4
111,0\3
112,0\2
113,1\4
114,0\2
115,0
116,0\2
117,1\4
118,0\1
119,0\1
120,0\2
121,0\3
122,0\4
123,0\2
124,1\3
125,0\2
126,0\3
127,1\5
128,1\4
129,0\3
130,0\4
131,0\5
132,0
133,0\2
134,1\3
135,0\4
136,0\2
137,0\4
138,1\1
139,1\6
140,0\4
141,0\3
142,0
143,0\1
144,1\2
145,0\2
146,0\2
147,0\2
148,0\4
9,0\2
10,1\1
11,1\2
12,0\2
13,0\3
14,0\2
15,0\3
16,0\3
17,0\4
18,0\1
149,0\3
150,0\1
151,0\2
152,0\3
153,0\1
154,0\2
155,0\4
199,0\4
156,0\1
200,1\5
157,0
201,0\3
158,1\4
202,0\4
203,1\4
204,0\3
205,0\2
206,1\3
207,0\2
208,0\2
19,0\3
20,0\2
