Line,ProbCoup
27,1\4
209,1\5
211,1\2
30,1\3
34,1\2
170,1\1
171,1\4
176,1\2
220,1\4
177,1\3
223,1\3
7,1\3
39,1\4
42,1\3
46,1\5
47,1\4
180,1\4
186,1\4
187,1\3
188,1\6
233,1\3
237,1\3
49,1\4
52,1\3
55,1\4
58,1\2
191,1\5
194,1\4
242,1\3
243,1\2
61,1\6
65,1\4
249,1\5
254,1\4
255,1\3
301,1\2
72,1\3
73,1\3
74,1\2
75,1\4
261,1\4
81,1\5
318,1\4
278,1\3
323,1\2
89,1\2
327,1\4
328,1\3
280,1\2
281,1\4
283,1\4
284,1\3
332,1\2
335,1\8
336,1\1
337,1\2
292,1\2
298,1\2
346,1\4
351,1\4
356,1\4
407,1\4
408,1\2
410,1\2
366,1\4
415,1\3
417,1\3
418,1\4
369,1\4
371,1\2
374,1\4
423,1\3
382,1\3
384,1\2
385,1\6
430,1\3
386,1\5
387,1\1
436,1\4
101,1\4
113,1\4
117,1\4
124,1\3
127,1\5
128,1\4
134,1\3
138,1\1
139,1\6
144,1\2
10,1\1
11,1\2
200,1\5
158,1\4
203,1\4
206,1\3
