Line,ProbCoup
0,1\2
2,1\3
3,2\4
5,2\5
6,3\5
7,1\3
9,1\4
10,1\1
11,3\3
13,2\5
14,2\4
16,1\2
17,2\2
18,1\5
19,1\3
20,2\4
21,2\4
22,2\4
23,1\3
24,1\2
25,2\3
27,1\4
28,2\5
29,1\3
30,3\6
31,1\4
32,3\6
33,1\1
34,2\4
35,2\7
36,2\5
37,1\1
38,2\3
39,1\6
40,2\4
41,1\5
42,3\5
43,3\5
44,2\3
45,2\4
46,1\3
47,2\4
48,1\4
49,1\2
50,2\2
51,3\5
52,2\3
53,1\2
54,1\2
55,2\3
56,2\4
58,2\4
59,1\3
61,1\3
62,1\3
64,3\6
65,2\2
66,1\2
67,1\3
68,2\3
69,1\3
70,1\5
71,2\3
72,1\4
73,3\5
75,2\5
76,2\5
77,2\2
79,2\3
80,3\5
81,2\3
82,1\3
83,1\1
84,2\4
85,1\2
86,2\3
87,2\4
88,2\2
89,2\5
90,1\2
91,1\2
92,1\4
93,1\4
94,1\3
95,3\3
97,2\5
98,1\3
99,2\2
100,1\4
101,2\2
104,1\2
105,1\3
106,2\7
107,2\5
108,1\3
109,1\3
110,1\2
111,1\6
112,4\5
113,2\3
114,2\3
115,1\2
116,1\2
118,1\1
119,2\3
121,2\4
124,1\1
125,1\3
126,4\5
127,1\2
128,2\5
129,3\4
130,1\5
132,2\4
133,2\3
134,2\4
135,1\3
137,2\2
138,2\5
139,3\4
140,1\2
141,2\3
142,3\5
143,1\2
144,1\3
146,1\3
147,1\2
148,1\4
149,2\4
150,1\3
151,3\4
154,2\5
155,3\3
157,1\4
158,1\1
159,2\4
160,1\2
161,2\5
162,2\5
163,2\6
164,2\4
165,2\4
167,1\3
169,3\5
170,1\2
171,1\4
172,2\3
173,1\3
174,1\3
175,2\4
176,2\3
177,1\3
178,1\3
179,1\2
180,1\1
181,1\5
183,2\2
184,1\1
185,1\3
186,3\3
187,1\3
189,2\2
190,2\4
192,1\2
195,1\2
196,1\2
197,2\4
198,3\4
199,1\1
200,1\3
202,1\2
203,1\4
204,2\3
205,1\1
206,3\4
207,2\5
208,3\4
210,3\5
211,2\2
212,1\3
214,1\3
215,1\3
216,1\4
217,1\3
218,1\3
219,1\2
222,2\2
223,2\4
224,2\5
225,1\3
226,1\4
227,2\3
228,3\3
229,1\3
230,2\3
231,2\4
232,2\3
233,2\4
234,1\3
235,1\1
236,1\2
237,3\6
238,1\1
239,2\4
240,1\2
241,1\2
242,2\4
243,1\2
244,2\4
245,2\3
246,1\3
247,2\5
249,1\2
250,1\4
251,1\4
252,2\5
253,2\4
254,2\4
255,1\2
256,2\7
257,1\2
259,1\1
262,2\3
263,2\5
265,3\6
266,1\1
267,1\1
268,1\2
269,1\2
270,1\4
272,2\2
273,2\2
274,1\4
275,1\6
276,2\4
277,1\2
279,2\4
280,1\3
281,1\2
282,2\3
283,1\2
284,1\1
285,4\8
286,2\6
287,1\5
288,1\2
289,1\3
290,1\1
291,3\6
292,3\6
293,1\4
294,2\4
295,2\3
296,2\5
297,2\5
298,2\3
299,1\2
300,3\5
301,2\3
302,1\1
303,1\2
304,1\2
306,2\2
307,3\5
309,2\3
310,1\3
311,1\1
312,1\3
313,3\4
314,3\5
315,2\3
316,1\3
317,2\3
319,2\5
320,2\4
321,1\2
322,2\5
323,2\4
326,1\2
327,1\3
328,1\1
329,2\5
330,3\7
331,2\2
334,2\3
335,3\7
336,1\3
337,1\5
338,3\4
339,2\3
340,3\5
341,1\2
342,1\3
343,1\4
344,4\7
346,3\5
347,2\6
348,2\5
349,1\3
350,1\4
351,1\3
352,2\3
353,1\1
354,1\1
355,1\4
356,1\3
357,1\3
359,3\4
360,2\5
361,2\3
362,2\2
363,2\2
364,3\4
365,2\4
366,1\2
367,1\3
368,1\4
369,2\4
370,2\3
371,2\4
372,2\3
373,2\4
374,2\4
378,1\2
380,2\5
381,2\2
382,2\3
384,3\4
385,1\2
386,3\4
387,3\3
389,1\3
391,3\3
392,2\4
393,1\4
394,1\2
395,1\2
396,2\6
397,2\3
398,2\4
400,2\4
401,2\4
402,2\5
403,2\3
405,3\5
407,2\3
408,1\2
409,2\6
410,1\3
411,1\3
412,2\4
413,1\3
414,2\4
415,2\4
416,2\2
417,1\4
418,1\3
419,2\2
420,2\2
421,1\4
423,1\2
424,1\2
425,2\4
426,1\3
428,2\5
429,2\3
430,1\4
431,1\3
432,1\2
433,1\3
434,1\2
435,1\5
436,1\1
438,2\3
439,3\4
440,1\3
441,1\1
443,2\6
444,3\5
446,2\3
447,2\2
448,1\2
449,3\5
450,2\2
452,1\2
453,1\1
454,1\1
455,3\6
457,1\2
458,2\5
459,2\3
460,1\2
461,3\7
462,1\2
463,4\5
464,2\2
465,3\6
466,1\5
468,1\4
469,1\3
470,1\2
471,1\4
472,1\3
473,2\2
474,2\3
475,2\4
476,2\4
477,1\3
478,2\5
479,1\3
480,3\7
481,3\3
482,1\2
484,2\4
485,1\5
486,1\3
487,2\5
488,1\3
489,2\3
490,1\2
491,2\2
492,3\4
493,2\2
494,2\3
495,1\2
496,3\6
497,2\5
498,1\1
499,1\3
500,1\1
501,2\5
502,2\4
503,1\4
504,3\4
505,1\2
506,3\7
507,1\3
510,3\5
512,1\3
513,2\4
514,1\2
515,1\3
517,1\1
518,2\5
519,2\5
521,2\5
524,2\3
525,1\1
526,2\6
527,2\3
528,3\3
529,2\4
530,2\3
531,2\2
532,1\3
533,1\1
536,1\3
537,1\4
540,2\3
541,1\2
542,1\2
544,2\2
545,1\1
546,2\6
548,2\5
549,2\2
550,2\3
551,1\2
552,1\2
553,1\3
554,1\3
555,1\3
556,2\2
557,1\2
558,1\1
559,1\1
560,1\4
561,1\2
563,3\5
564,3\5
565,2\3
566,1\2
567,1\2
568,1\4
569,1\2
570,1\3
571,1\5
572,1\3
573,2\6
574,2\3
575,1\4
576,1\3
577,1\1
578,2\2
579,1\3
580,1\3
581,1\3
582,2\2
583,2\4
584,1\3
585,1\3
586,1\2
587,2\4
588,3\4
589,1\1
590,2\3
591,1\4
592,1\3
593,2\4
594,2\3
595,1\5
596,2\5
597,2\6
598,1\2
599,1\1
600,1\2
601,1\2
602,2\3
603,1\5
604,1\1
605,1\2
606,2\4
608,1\3
609,2\6
610,3\4
611,1\4
612,1\2
613,3\6
615,2\4
616,1\2
617,2\3
618,2\4
620,2\7
621,1\1
623,2\2
624,2\3
625,1\4
626,1\1
627,3\6
628,1\1
630,3\3
631,1\3
632,2\3
633,1\2
634,1\2
635,2\4
636,2\2
638,1\3
639,2\3
640,2\2
641,1\2
642,2\4
643,1\2
644,3\6
645,2\3
647,1\1
648,1\3
649,1\2
651,2\2
652,1\3
653,3\8
654,1\3
655,1\3
656,2\3
657,1\3
658,1\2
659,2\4
661,2\3
662,1\4
663,1\2
664,2\4
666,2\5
667,1\4
669,1\2
670,1\3
671,3\6
672,1\3
673,4\8
674,1\1
676,2\3
677,2\3
679,1\5
680,1\2
681,1\1
682,2\3
683,2\4
684,3\5
685,1\1
686,1\1
687,2\3
688,1\2
689,2\4
690,2\3
691,3\5
692,1\6
