Line,ProbCoup
384,0\2
21,0
,\27
22,1\2
,\27
23,0\1
,\27
269,0\1
24,1\5
,\27
270,0\3
25,0\1
271,0\2
26,0\1
272,0\2
27,0\1
273,0\2
28,0\2
274,0\2
319,1\5
275,0
320,0\4
276,0\3
321,1\1
277,0\1
159,0
322,1\3
278,0\1
160,0\1
323,0\3
161,0\2
324,0\4
162,0\2
325,0\4
163,0
89,1\1
326,1\2
164,0
90,0\1
327,0\2
209,0\1
165,0\2
91,0\1
328,0\3
210,1\2
166,0\6
92,0\5
211,1\2
167,0\2
93,0\2
212,0\4
168,1\4
94,0\1
213,0\3
95,0
214,0\1
96,0
215,0\1
97,0\2
216,0\2
98,0\2
217,0\2
99,1\2
,\27
218,0\3
100,0\1
,\27
101,0\2
,\27
102,0\3
,\27
103,0
29,0\1
,\27
104,0\4
30,0\1
,\27
105,0\2
31,0\2
,\27
106,0\3
32,0\3
,\27
107,0\1
33,1\3
,\27
279,0\3
108,0\2
34,1\1
280,0
35,1\4
281,0\3
36,0\6
282,0\3
37,0\3
283,0\1
38,0\2
284,0\2
329,0\2
285,0
330,0\2
286,0\1
331,0\2
287,0
169,0\1
332,0\2
288,0\2
170,0\3
333,0\2
171,0\4
334,0\1
172,0
335,0\2
173,1\2
336,0\1
174,0\1
337,0\2
219,0\1
175,1\2
338,0\4
220,0\4
176,0\1
0,0\1
221,1\3
177,0\1
1,0\2
222,0
178,0\2
2,0\2
223,0\5
3,0\1
224,0\1
4,1\2
225,0\2
5,1\2
226,0
6,0\1
227,0\4
109,1\3
7,1\2
228,0\4
110,0\2
8,0\2
111,0
112,0\5
113,0\1
39,0\1
114,0\2
40,0\2
115,0\2
41,0\1
116,0\2
42,0\2
117,0\1
43,0\2
289,0\3
118,0\2
44,0\2
290,0\2
45,1\1
291,0
46,0\1
292,1\2
47,0\4
293,1\4
48,0\2
294,0\3
339,0\2
295,0\2
340,0\1
296,0\1
341,0\3
297,0\2
179,1\3
342,1\5
298,1\1
180,0\1
343,0\2
181,0\3
344,0\3
182,0\3
345,0
183,0\1
346,0\1
184,0\4
347,0\1
229,0\1
185,0\1
348,0\4
230,0\2
186,0\1
231,0\2
187,0
232,0\2
188,0\2
233,0\1
234,0\2
235,1\5
236,1\3
237,0\3
119,0\4
238,1\4
120,0\3
121,0\5
122,0\2
123,0\4
49,0\1
124,0\2
50,0
125,0\2
51,0\2
126,0\2
52,0\3
127,0
53,0
128,0\4
54,0\2
55,0
56,0\2
57,0\1
58,0\2
349,1\3
350,0\3
351,0\1
189,0\1
352,0\3
190,0\2
353,0\3
191,0\2
354,0\2
192,0\2
355,0\2
193,0\2
356,0\3
194,0\5
357,0
239,0\2
195,0
358,0\2
240,0\2
196,0\1
241,1\2
197,0
242,0\1
198,0\3
243,0\2
244,1\3
245,0
246,0\1
247,0\1
129,1\4
248,0\1
130,0\1
131,0\3
132,0\2
133,0\2
59,0\5
134,0\3
60,0\2
135,0\2
61,0\2
136,0\2
62,0\2
137,0
63,0\3
138,0\2
64,0
65,0\2
66,1\3
67,0\4
68,0\1
359,1\3
360,0\1
361,0\1
362,1\4
363,1\2
364,0
365,0\2
366,0\2
367,0\1
249,0\1
368,0
250,0\2
251,0\1
252,0\2
253,0\2
254,0\3
299,0\3
255,0\2
300,0\2
256,0\1
301,0\1
257,0\1
139,0\5
302,0\1
258,0\1
140,0\2
303,1\2
141,0\1
304,0\2
142,1\2
305,0\1
143,0\2
69,0\1
306,1\3
144,0\2
70,0\3
307,0\4
145,0\4
71,0\3
308,0\1
146,0\3
72,0\3
147,0\1
73,0\3
148,0\3
74,0\3
75,0\2
76,0\3
77,1\1
78,0\3
369,0\5
370,0
371,0\1
372,0\1
9,0\1
373,0\1
10,0\1
374,0\1
11,1\2
375,0\3
12,0\1
376,0\5
13,1\3
377,0
259,0\1
14,0\2
378,0
260,1\3
15,0\1
261,0\4
16,0\2
262,1\2
17,0\2
263,0\4
18,0\2
264,0\1
309,0
265,1\2
310,0\2
266,0\3
311,0\4
267,0\2
149,0\3
312,0\3
268,0
150,1\3
313,0\2
151,0\3
314,1\2
152,0\1
315,0\2
153,0
79,0
316,0\2
154,0\2
80,1\4
317,0
199,0\2
155,0\1
81,0\1
318,0\1
200,0\1
156,1\2
82,0\3
201,0\2
157,0\2
83,1\3
202,1\2
158,0\4
84,0
203,0\2
85,0\1
204,0\3
86,0
205,0\3
87,1\4
206,0\1
88,0\1
207,0
379,0\1
208,1\2
380,1\5
381,0\2
382,0\5
19,1\3
383,0\1
20,0\1
