Line,ProbCoup
21,1\2
22,2\4
23,1\9
24,0\1
25,1\3
26,1\4
27,1\1
28,2\4
159,2\4
160,2\2
161,0
162,0\2
163,0\1
659,1\2
164,2\7
660,1\3
165,2\3
209,3\4
661,1\1
166,2\4
210,2\4
662,2\5
167,0
211,2\3
663,1\2
168,2\3
212,2\4
664,1\3
213,1\2
665,2\5
214,1\2
666,2\3
215,3\5
667,3\6
216,1\3
668,3\4
217,0\1
218,2\6
29,2\3
30,2\2
31,2\6
32,1\4
33,2\4
34,3\5
35,2\3
36,2\3
37,1\1
38,0\1
169,2\2
170,1\2
171,2\4
172,2\3
173,2\3
669,3\5
174,1\5
670,1\1
175,2\6
219,2\3
671,1\3
0,2\3
176,2\3
220,1\2
672,0\2
1,0\4
177,1\4
221,2\3
673,2\4
2,2\3
178,1\5
222,1\2
674,2\4
3,1\2
223,0\1
675,2\4
4,0
224,1\2
676,2\6
5,2\5
225,2\2
677,1\2
6,2\2
226,1\5
678,0\1
7,1\4
227,1\2
8,1\1
228,2\3
39,1\5
40,1\3
41,2\5
42,2\4
43,3\3
44,3\6
45,2\4
46,2\3
47,1\1
48,1\3
179,2\4
180,1\4
181,0\2
182,0\3
183,1\2
679,2\2
184,2\3
680,2\2
185,2\2
229,4\4
681,1\2
186,2\3
230,2\4
682,2\2
187,0\2
231,2\5
683,2\5
188,1\3
232,0\1
684,1\2
233,1\3
685,3\4
234,0\3
686,1\4
235,0\1
687,0\2
236,2\5
688,1\1
237,1\2
238,0\1
49,2\3
50,1\2
51,2\4
52,3\4
53,1\3
54,2\5
55,2\4
56,3\4
57,1\3
58,1\3
189,2\4
190,2\3
191,2\2
192,1\3
193,1\7
689,2\3
194,1\3
690,1\3
195,1\4
239,0\1
691,1\4
196,0\2
240,1\4
692,2\4
197,1\1
241,1\2
198,2\4
242,1\4
243,2\5
244,1\1
245,1\3
246,2\2
247,2\4
248,2\5
59,2\4
60,0\3
61,0\2
62,0\1
63,2\4
64,1\3
65,2\5
66,1\2
67,1\1
68,2\4
249,2\3
250,1\4
251,1\2
252,2\5
253,1\3
254,1\3
255,0\1
299,1\2
256,0
300,1\2
257,0\2
301,1\1
258,1\3
302,2\3
303,3\3
304,3\5
69,2\4
305,2\2
70,1\2
306,1\1
71,3\4
307,2\6
72,1\3
308,2\2
73,2\3
74,2\3
75,3\6
76,2\3
77,2\3
78,1\2
259,2\3
260,1\4
261,1\1
262,2\4
263,2\4
264,3\6
265,2\5
309,0
266,1\3
310,1\4
267,1\1
311,2\2
268,1\2
312,2\3
313,2\4
314,1\2
79,2\5
315,0\1
80,2\4
316,2\4
81,1\3
317,2\3
82,1\1
318,2\5
83,1\5
84,2\3
85,1\2
86,0
87,2\4
88,0\2
269,1\3
270,0
271,1\1
272,1\3
273,0
274,3\6
275,1\4
319,1\2
276,1\1
320,3\6
277,1\1
321,1\4
278,2\3
322,2\4
323,1\2
324,1\4
89,2\3
325,4\6
90,1\3
326,0\1
91,2\4
327,3\4
92,3\5
328,2\4
93,1\1
94,0\1
95,2\4
96,1\2
97,2\2
98,3\4
279,1\2
280,2\2
281,2\3
282,2\7
283,2\3
284,3\4
285,1\3
329,0
286,2\3
330,2\3
287,2\4
331,2\4
288,3\5
332,3\3
333,0\4
334,2\5
335,2\6
336,1\3
337,2\4
338,0\1
289,2\3
290,2\3
291,1\3
292,2\6
293,2\4
294,1\3
295,2\4
339,1\3
296,1\2
340,1\2
297,1\1
341,1\3
298,2\3
342,1\2
343,1\1
344,2\2
345,0\1
346,2\3
347,1\1
348,1\4
349,2\2
350,1\4
351,0\3
352,1\2
353,2\5
354,4\5
355,2\3
399,1\3
400,1\3
356,0
401,2\5
357,3\4
402,2\4
358,2\3
403,1\2
404,1\3
405,2\4
406,0
407,2\3
408,2\4
359,1\4
360,3\5
361,1\5
362,2\2
363,3\4
364,2\3
409,2\2
365,3\6
410,0\1
366,1\3
411,1\4
367,2\4
412,2\3
