Line,ProbCoup
159,1\3
661,1\7
664,1\7
213,1\4
215,1\6
712,1\5
668,1\12
715,1\4
717,1\10
172,1\4
669,1\9
675,1\6
225,1\6
41,1\3
42,1\6
45,1\5
48,1\3
680,1\4
187,1\2
231,1\5
238,2\4
51,1\6
55,1\4
190,1\2
192,1\4
239,1\9
243,1\8
246,1\4
745,1\5
60,1\13
65,1\6
301,1\3
69,1\6
260,1\9
309,1\5
310,1\5
315,1\6
316,1\8
81,1\7
270,1\6
275,1\5
321,1\4
323,1\6
324,1\4
89,2\6
90,1\6
92,1\6
98,1\3
285,1\7
289,1\4
290,1\7
344,1\7
346,1\7
349,1\4
403,1\7
360,1\8
409,1\5
365,1\4
410,1\6
413,1\4
417,1\6
418,1\3
423,1\4
425,1\6
379,1\9
381,1\7
384,1\7
499,1\6
455,1\6
507,1\4
508,1\4
513,1\6
471,1\4
472,1\5
474,1\6
475,1\8
527,1\4
528,1\9
482,1\3
532,1\5
534,1\5
537,1\6
538,1\7
489,1\3
491,1\4
495,1\1
498,1\13
102,2\6
556,1\6
107,1\5
608,1\6
566,1\6
567,1\7
117,1\4
614,1\3
120,1\5
572,1\7
573,1\6
122,1\3
123,1\6
124,1\9
127,1\6
627,1\6
628,1\4
580,1\3
632,1\4
591,1\4
592,1\9
147,1\3
9,1\5
14,1\9
16,1\8
17,1\5
150,1\5
154,1\9
155,1\5
156,1\3
201,1\9
202,1\8
655,1\5
701,1\4
