Line,ProbCoup
0,0\4
1,0\1
2,0\4
3,0\6
4,1\9
5,0\1
6,0\1
7,0\4
8,0\2
9,1\4
10,0\3
11,0\1
12,0\3
13,0\5
14,0\5
15,0\6
16,0\1
17,0\3
18,0\2
19,1\4
20,0\4
21,0\2
22,0\3
23,0\2
24,0\2
25,0\4
26,1\2
27,0\4
28,0\2
29,0\4
30,0\2
31,0\4
32,0\3
33,0\7
34,0\6
35,0\2
36,0\4
37,0\5
38,0\1
39,0\4
40,0\3
41,0\4
42,0\2
43,0\4
44,0\4
45,0\3
46,0\4
47,1\4
48,0\1
49,1\2
50,0\1
51,0\4
52,1\5
53,0\6
54,0\5
55,0\5
56,0\3
57,1\6
58,0\7
59,0\4
60,0\2
61,0\1
62,0\3
63,0\4
64,0\5
65,0\4
66,0\8
67,0\1
68,0
69,0\5
70,0\2
71,0\3
72,0\4
73,0\2
74,0\4
75,0\3
76,1\3
77,0\5
78,1\3
79,0\4
80,0\2
81,0\6
82,0\3
83,0
84,0\2
85,0\5
86,0\4
87,0\6
88,0\4
89,0\3
90,0\7
91,0\1
92,0\2
93,0\4
94,0\5
95,1\4
96,0\1
97,0\1
98,0\3
99,0\5
100,0\1
101,0\1
102,0\2
103,2\8
104,0\2
105,0\5
106,0\4
107,1\8
108,0\4
109,0\3
110,0\3
111,0\3
112,0\3
113,1\8
114,1\4
115,0\3
116,0\7
117,0\4
118,0\4
119,0\3
120,0\3
121,0\2
122,0\6
123,0\3
124,1\5
125,0\6
126,0\3
127,0\4
128,0\3
129,0\6
130,0\3
131,0\5
132,0\4
133,0\7
134,0\6
135,0\2
136,0\4
137,0\3
138,0\4
139,0\3
140,0\5
141,0\5
142,0\6
143,1\3
144,0\3
145,0\2
146,0\7
147,0\6
148,1\6
149,0\5
150,0\3
151,0\1
152,0\4
153,0\5
154,1\4
155,0\4
156,0\5
157,0\4
158,0\5
159,0\2
160,0\6
161,0\3
162,1\2
163,0\3
164,0\2
165,0\2
166,0\1
167,0\4
168,0\4
169,0\3
170,0\6
171,0\4
172,0\4
173,0\3
174,0\4
175,1\3
176,0\2
177,0\4
178,1\5
179,0\6
180,1\5
181,0\3
182,0\4
183,0\3
184,2\6
185,0\6
186,0\1
187,1\6
188,0\6
189,0\3
190,1\5
191,1\6
192,0\3
193,1\4
194,0\2
195,0
196,0\6
197,0\4
198,0\5
199,0\3
200,0\3
201,0\5
202,0\7
203,0\4
204,0\2
205,1\5
206,0\2
207,0\4
208,1\4
209,1\3
210,0\2
211,0\6
212,0\1
213,0\3
214,0\3
215,1\8
216,0\7
217,0\5
218,0\4
219,0\2
220,0\3
221,0\7
222,1\4
223,0\2
224,0\1
225,0\2
226,0\4
227,0\3
228,0
229,0\3
230,0\3
231,0\3
232,0\3
233,0\5
234,1\4
235,1\6
236,0\2
237,0\2
238,1\6
239,0\7
240,0\7
241,0\6
242,0\3
243,0
244,0\4
245,0\6
246,0\6
247,0\3
248,0\4
249,0\2
250,0\3
251,0\4
252,0\3
253,1\2
254,2\3
255,0\2
256,0\1
257,0\3
258,0\4
259,0\1
260,0\5
261,0\1
262,1\2
263,0\4
264,0\4
265,1\3
266,0\4
267,0\6
268,0\4
269,0\3
270,0\7
271,0\4
272,0\2
273,0\3
274,0\4
275,0\3
276,0\10
277,0\2
278,0\4
279,0\6
280,0\3
281,0\2
282,0\1
283,0\3
284,0\2
285,0\2
286,0\1
287,0\5
288,0\4
289,1\5
290,0\8
291,0\3
292,0\3
293,0\4
294,1\6
295,0\5
296,0\6
297,0\5
298,0\3
299,1\6
300,0\2
301,0
302,0\5
303,0
304,0\4
305,0\5
306,2\4
307,0\5
308,1\6
309,0\3
310,0\9
311,0\2
312,0\3
313,0\9
314,1\3
315,0\6
316,0\5
317,0\1
318,0\4
319,0
320,1\4
321,0\3
322,0\5
323,0\5
324,0\1
325,0\3
326,0\2
327,0\3
328,0\2
329,0\4
330,0\3
331,0\6
332,1\4
333,0\1
334,0\5
335,1\3
336,0\2
337,0\4
338,0\2
339,0\1
340,0\4
341,0\2
342,0\4
343,0\1
344,0\2
345,0\5
346,1\6
347,0\5
348,0\2
349,2\7
350,0\1
351,0\3
352,0\5
353,0\1
354,1\3
355,0\2
356,0\6
357,0\1
358,0\1
359,1\4
360,0\1
361,0\9
362,0\3
363,0\2
364,0\3
365,0\3
366,0\4
367,0\4
368,0\5
369,0\7
370,0\4
371,0\4
372,0\4
373,0\6
374,0\4
375,0\3
376,1\5
377,0\3
378,0\4
379,1\4
380,0\4
381,0\5
382,0\5
383,1\8
384,0\3
385,0\6
386,0\4
387,1\6
388,0
389,0\7
390,1\3
391,0\1
392,0\6
393,0\3
394,0\1
395,0\2
396,0\6
397,0\4
398,0\3
399,1\7
400,0\5
401,0\4
402,0\3
403,0\2
404,0\6
405,0\2
406,0\4
407,0\2
408,1\4
409,0\2
410,0\2
411,0\5
412,0\3
413,0\5
414,0\4
415,1\3
416,0\6
417,0\4
418,0\3
419,0\2
420,0\5
421,0\2
422,0\4
423,0\2
424,0\8
425,1\5
426,0\2
427,1\2
428,0\3
429,0\2
430,1\5
431,0\4
432,0\2
433,0\3
434,0\3
435,0\5
436,1\5
437,1\7
438,0\3
439,0\3
440,0\4
441,1\3
442,0\5
443,0\6
444,0\2
445,0\3
446,0\3
447,1\2
448,0\2
449,1\3
450,0\1
451,1\3
452,1\10
453,1\5
454,0\3
455,0\3
456,0\8
457,1\2
458,1\9
459,0\2
460,0\3
461,1\6
462,0\3
463,0\8
464,0\3
465,0\3
466,1\3
467,0\5
468,0\6
469,0\1
470,0\4
471,0\3
472,0\5
473,1\5
474,1\4
475,0\2
476,0\3
477,0\7
478,1\5
479,0\5
480,0
481,0\3
482,0\3
483,1\4
484,1\3
485,0\3
486,0\2
487,0\5
488,0\5
489,0\3
490,0\2
491,0\4
492,0\3
493,0\7
494,0\4
495,1\5
496,0\3
497,1\6
498,0\4
499,0\3
500,0\5
501,1\5
502,0\5
503,0\6
504,0\3
505,0\5
506,1\4
507,0\2
508,0\6
509,0\5
510,0\1
511,1\3
512,0\3
513,0\2
514,0\3
515,0\5
516,0\9
517,0\4
518,0\4
519,0\4
520,0\5
521,0\2
522,0\4
523,0\3
524,0\2
525,0\4
526,1\4
527,0\6
528,0\3
529,1\7
530,0\2
531,0\4
532,1\4
533,0
534,0\2
535,0\6
536,0\4
537,0\2
538,0\3
539,0\4
540,0\3
541,0\7
542,0\2
543,0\2
544,0\3
545,0\7
546,0\3
547,1\5
548,0\1
549,0\1
550,0\2
551,0\4
552,1\3
553,1\6
554,0\7
555,0\2
556,0\6
557,0\2
558,0\4
559,0\2
560,0\2
561,0\2
562,0\5
563,0\4
564,0\5
565,0\3
566,1\7
567,0\5
568,0\7
569,1\5
570,0\2
571,1\7
572,1\4
573,0\3
574,0\5
575,0\3
576,0\1
577,0\3
578,1\3
579,0\5
580,0\4
581,0\4
582,0\3
583,0\4
584,0\7
585,0\2
586,1\7
587,0\5
588,0\5
589,1\3
590,0\4
591,0\3
592,0\3
593,0\3
594,0\1
595,0\3
596,0\6
597,1\5
598,1\4
599,1\7
600,0\3
601,0\2
602,1\2
603,0\8
604,0\2
605,0\1
606,0\5
607,0\4
608,0\3
609,2\6
610,0
611,0\3
612,1\4
613,0\1
614,0\5
615,0\6
616,0\3
617,0\3
618,0\6
619,0\4
620,0\6
621,0\2
622,0\8
623,0\5
624,0\7
625,0\3
626,1\3
627,0\3
628,0\4
629,0\2
630,0\2
631,0\1
632,1\6
633,0\3
634,0\4
635,0\4
636,1\4
637,0\3
638,0\6
639,0\4
640,0\2
641,0\5
642,0\3
643,0\4
644,0\3
645,0\2
646,0\4
647,0\8
648,0\3
649,1\6
650,0\7
651,0\5
652,0\6
653,0\1
654,0\5
655,0\7
656,0\5
657,0\4
658,0\3
659,0\2
660,0\6
661,0\1
662,0\4
663,0\4
664,1\2
665,0\4
666,1\6
667,0\4
668,0\5
669,0\2
670,0\6
671,0\4
672,0\6
673,0\8
674,0\3
675,0\4
676,0\1
677,1\3
678,1\6
679,0\3
680,0\3
681,0\2
682,0\3
683,0\2
684,0\3
685,0\4
686,0\4
687,1\6
688,0\2
689,0\5
690,1\3
691,0\2
692,1\5
693,0\2
694,0\1
695,0\3
696,0\2
697,0\4
698,0\6
699,1\4
700,0\3
701,0\1
702,0\2
703,0\4
704,0\4
705,0\1
706,0\6
707,0\5
708,0\6
709,0\2
710,0\3
711,0\5
712,0\3
713,0\4
714,0\4
715,0\4
716,0\2
717,0\1
718,0\1
719,1\7
720,0\3
721,0\3
722,0\5
