Line,ProbCoup
24,1\2
162,1\6
163,1\3
165,1\4
661,1\1
210,1\2
213,1\4
665,1\2
214,1\3
215,1\3
667,1\3
216,1\2
668,1\3
218,1\3
29,2\5
30,1\4
31,1\4
32,1\4
33,1\2
36,1\5
169,1\5
174,1\4
671,1\4
176,1\3
177,1\5
2,1\4
676,1\3
6,2\5
8,1\2
228,1\2
43,1\5
44,2\5
46,1\4
179,1\5
180,1\2
181,1\3
183,2\4
187,1\2
231,1\1
232,1\4
233,2\4
235,2\2
237,1\4
240,2\5
243,1\2
246,1\3
59,1\3
60,1\4
250,1\4
252,1\2
255,1\3
299,1\3
257,1\5
258,1\5
308,1\5
76,2\5
77,1\3
78,1\4
259,1\3
309,1\1
267,1\1
313,2\6
316,1\4
317,1\4
87,1\3
271,1\3
272,1\2
277,1\5
278,1\3
325,1\1
90,1\2
326,1\3
327,1\1
328,1\4
93,1\5
97,2\2
280,2\4
282,1\3
285,1\5
329,1\4
331,1\2
332,1\5
336,1\5
290,1\6
294,1\4
295,1\3
343,1\3
346,1\7
350,1\6
404,1\3
406,1\3
362,2\7
363,1\4
364,1\2
365,1\5
410,1\4
366,1\4
368,1\3
370,2\4
419,1\2
423,1\3
425,1\3
426,1\5
381,1\4
430,2\4
433,1\5
435,1\2
437,1\4
438,1\3
391,1\2
395,1\3
396,1\6
445,1\4
448,1\2
455,1\3
501,1\3
458,1\4
503,1\4
504,1\2
507,1\1
508,1\5
460,1\3
461,1\1
464,1\2
509,1\3
465,1\2
466,1\2
512,1\4
468,2\6
514,1\3
517,2\3
518,1\5
470,1\3
472,1\3
473,1\5
474,1\2
521,1\4
477,1\1
522,1\2
524,1\4
525,1\4
527,1\2
480,1\3
481,1\5
482,1\1
483,1\4
487,1\2
532,2\5
534,1\2
536,1\3
538,1\3
489,1\5
491,1\2
493,1\3
541,1\3
498,1\4
545,1\5
549,1\2
100,1\3
101,1\2
554,1\1
555,2\8
105,1\6
106,1\4
602,1\2
558,1\4
107,1\5
603,2\3
607,1\4
561,1\6
111,1\2
563,1\3
112,1\1
609,1\4
565,2\3
114,2\5
610,1\3
115,1\2
612,1\2
613,2\5
569,1\3
119,1\4
574,1\4
123,2\4
619,1\1
575,1\5
124,1\3
621,1\3
622,1\5
127,1\3
128,1\3
627,1\1
628,1\2
580,1\6
129,1\5
581,1\4
134,1\5
630,1\5
586,1\3
631,2\5
587,1\6
588,1\4
633,2\3
634,1\4
140,1\5
594,1\3
641,2\3
597,2\4
146,1\2
598,1\3
148,1\3
645,1\4
647,1\3
12,1\2
15,1\4
149,2\3
150,1\2
151,1\3
153,1\2
154,1\2
200,1\3
203,1\2
655,1\1
657,1\6
207,1\6
20,1\3
