Line,ProbCoup
21,0\3
22,0\5
23,0\2
24,1\2
25,0\4
26,0\2
27,0\2
28,0\3
159,0
160,0\2
161,0\1
162,1\6
163,1\3
659,0\2
164,0\3
660,0\2
165,1\4
209,0\6
661,1\1
166,0\1
210,1\2
662,0\3
167,0\3
211,0\2
663,0\2
168,0\2
212,0\4
664,0\4
213,1\4
665,1\2
214,1\3
666,0\1
215,1\3
667,1\3
216,1\2
668,1\3
217,0\3
218,1\3
29,2\5
30,1\4
31,1\4
32,1\4
33,1\2
34,0\3
35,0\3
36,1\5
37,0\2
38,0\1
169,1\5
170,0\1
171,0\3
172,0\1
173,0\6
669,0\2
174,1\4
670,0\2
175,0\1
219,0\3
671,1\4
0,0
176,1\3
220,0
672,0\1
1,0
177,1\5
221,0\7
673,0
2,1\4
178,0\2
222,0\3
674,0\1
3,0\1
223,0\2
675,0\3
4,0\2
224,0\2
676,1\3
5,0\3
225,0\4
6,2\5
226,0\2
7,0\2
227,0\4
8,1\2
228,1\2
39,0\2
40,0\4
41,0\5
42,0\1
43,1\5
44,2\5
45,0\1
46,1\4
47,0\3
48,0\1
179,1\5
180,1\2
181,1\3
182,0\2
183,2\4
184,0\1
185,0\4
229,0\4
186,0\2
230,0
187,1\2
231,1\1
188,0\2
232,1\4
233,2\4
234,0
235,2\2
236,0\2
237,1\4
238,0\3
49,0\1
50,0\1
51,0\4
52,0\3
53,0\6
54,0\2
55,0\3
56,0\2
57,0\3
58,0\4
189,0\3
190,0\5
191,0\1
192,0\2
193,0\2
194,0\4
195,0\3
239,0\1
196,0\2
240,2\5
197,0\1
241,0\6
198,0\3
242,0\4
243,1\2
244,0\1
245,0\2
246,1\3
247,0
248,0\3
59,1\3
60,1\4
61,0\2
62,0\2
63,0\1
64,0\1
65,0\1
66,0\3
67,0
68,0\4
249,0\5
250,1\4
251,0
252,1\2
253,0\2
254,0\4
255,1\3
299,1\3
256,0\1
300,0\3
257,1\5
301,0\3
258,1\5
302,0\4
303,0\1
304,0\1
69,0\3
305,0\4
70,0\2
306,0\1
71,0\2
307,0\3
72,0\3
308,1\5
73,0\3
74,0\2
75,0\2
76,2\5
77,1\3
78,1\4
259,1\3
260,0\3
261,0\1
262,0
263,0\2
264,0\3
265,0\3
309,1\1
266,0\6
310,0\1
267,1\1
311,0\3
268,0
312,0\5
313,2\6
314,0\4
79,0\2
315,0\3
80,0\2
316,1\4
81,0\1
317,1\4
82,0\2
318,0\3
83,0\2
84,0\1
85,0
86,0
87,1\3
88,0\5
269,0\5
270,0\4
271,1\3
272,1\2
273,0\1
274,0\2
275,0\2
319,0\1
276,0\1
320,0\4
277,1\5
321,0\3
278,1\3
322,0\1
323,0
324,0
89,0\1
325,1\1
90,1\2
326,1\3
91,0\3
327,1\1
92,0\3
328,1\4
93,1\5
94,0\1
95,0\3
96,0\1
97,2\2
98,0\1
279,0\4
280,2\4
281,0\3
282,1\3
283,0\1
284,0\2
285,1\5
329,1\4
286,0\2
330,0\2
287,0\2
331,1\2
288,0\1
332,1\5
333,0\3
334,0\1
335,0
336,1\5
337,0\3
338,0\5
289,0\1
290,1\6
291,0\3
292,0\2
293,0
294,1\4
295,1\3
339,0\2
296,0\4
340,0\1
297,0\3
341,0\8
298,0\3
342,0\1
343,1\3
344,0\2
345,0
346,1\7
347,0\4
348,0\3
349,0\4
350,1\6
351,0\1
352,0\6
353,0\4
354,0\4
355,0\4
399,0\3
400,0\2
356,0\3
401,0\2
357,0\3
402,0\1
358,0
403,0\2
404,1\3
405,0\1
406,1\3
407,0\4
408,0\2
359,0\4
360,0\2
361,0\2
362,2\7
363,1\4
364,1\2
409,0\2
365,1\5
410,1\4
366,1\4
411,0\4
367,0\1
412,0\3
368,1\3
413,0\3
414,0\3
415,0\2
416,0\2
417,0\1
418,0\1
369,0\3
370,2\4
371,0\5
372,0\3
373,0\2
374,0\2
419,1\2
375,0\2
420,0\3
376,0\2
421,0\5
377,0\2
422,0\2
378,0\2
423,1\3
424,0\3
425,1\3
426,1\5
427,0
428,0
379,0\1
380,0\2
381,1\4
382,0\4
383,0
384,0\1
429,0
385,0\2
430,2\4
386,0\4
431,0
387,0\3
432,0\3
388,0\4
433,1\5
434,0\5
435,1\2
436,0\3
437,1\4
438,1\3
389,0\5
390,0
391,1\2
392,0\5
393,0\2
394,0\2
439,0\3
395,1\3
440,0\3
396,1\6
441,0\3
397,0\2
442,0\2
398,0\6
443,0\1
444,0\3
445,1\4
446,0\3
447,0\4
448,1\2
449,0\3
450,0
451,0\3
452,0\2
453,0\1
454,0\2
499,0\3
455,1\3
500,0\3
456,0\4
501,1\3
457,0\3
502,0\4
458,1\4
503,1\4
504,1\2
505,0\3
506,0\2
507,1\1
508,1\5
459,0\5
460,1\3
461,1\1
462,0
463,0\3
464,1\2
509,1\3
465,1\2
510,0\1
466,1\2
511,0\2
467,0\2
512,1\4
468,2\6
513,0\3
514,1\3
515,0\4
516,0\3
517,2\3
518,1\5
469,0\1
470,1\3
471,0\6
472,1\3
473,1\5
474,1\2
519,0\2
475,0\3
520,0\6
476,0\3
521,1\4
477,1\1
522,1\2
478,0\2
523,0\3
524,1\4
525,1\4
526,0\4
527,1\2
528,0\4
479,0\2
480,1\3
481,1\5
482,1\1
483,1\4
484,0\1
529,0\2
485,0\3
530,0\1
486,0\1
531,0\2
487,1\2
532,2\5
488,0\1
533,0\4
534,1\2
535,0\4
536,1\3
537,0\2
538,1\3
489,1\5
490,0\7
491,1\2
492,0\2
493,1\3
494,0\3
539,0\2
495,0\3
540,0\1
496,0\2
541,1\3
497,0\3
542,0\2
498,1\4
543,0\3
544,0\1
545,1\5
546,0\5
547,0\1
548,0\2
549,1\2
550,0\3
99,0\2
551,0\1
100,1\3
