Line,ProbCoup
47,0\1
48,0\1
61,0\1
74,0\2
75,0\2
76,0\2
139,1\3
140,0\1
142,1\3
143,0\1
145,1\3
150,0\1
152,1\3
153,0\2
155,1\3
159,1\3
160,1\3
162,1\3
164,0\2
165,0\2
166,0\1
168,0\2
170,0\2
172,0\2
174,1\3
175,0\1
177,1\3
179,1\3
181,1\3
182,1\3
183,0\2
185,1\3
188,1\3
189,1\3
190,1\3
193,1\3
197,0\2
198,0\1
201,0\1
204,0\1
208,0\2
209,0\2
212,0\2
215,0\1
217,0\1
222,0\2
223,0\2
224,0\2
226,0\1
228,0\1
230,0\2
231,0\1
236,0\1
242,0\2
243,0\2
245,0\2
247,0\2
250,0\2
251,0\2
255,0\2
256,0\2
259,0\2
263,0\2
265,0\2
266,0\2
267,0\2
269,0\1
271,0\1
273,0\2
274,0\1
275,0\1
277,0\1
279,0
281,0\1
297,1\3
298,0
300,1\3
301,1\3
302,1\3
305,0\1
318,0\3
329,0\3
342,0\3
353,0\3
364,0\3
365,0\2
376,0\3
377,0\2
391,0\1
392,0\1
394,0\1
395,0\1
397,0\1
409,0\1
410,0\1
412,0\1
413,0\1
415,0\1
427,0\1
428,0\1
430,0\1
431,0\1
433,0\1
445,0\1
446,0\1
448,0\1
449,0\1
451,0\1
491,0\1
492,0\1
494,0\1
495,0\1
501,0\1
502,0\1
503,0\1
504,0\1
512,0\1
513,0\1
515,0\1
552,0\1
553,0\1
555,0\1
556,0\1
562,0\1
563,0\1
564,0\1
565,0\1
573,0\1
574,0\1
576,0\1
593,0\3
594,0\1
596,0\3
597,0\3
598,0\1
601,0\3
618,0\2
619,0\1
621,0\2
622,0\2
623,0\2
624,0\2
625,0\2
626,0\2
628,0\2
629,0\2
630,0\2
631,0\2
632,0\2
633,0\1
636,0\2
637,0\2
640,0\2
643,0\1
646,0\2
648,0\2
651,0\2
652,0\2
653,0\2
654,0\2
656,0\2
657,0\1
659,0\1
661,0\1
662,0\2
664,0\2
666,0\1
668,0\2
669,0
671,0\2
672,0\2
673,0\1
674,0\1
675,0\1
677,0\1
678,0\1
680,0\1
682,0\2
684,0\2
685,0\2
687,0\1
689,0\2
691,0\1
693,0\2
698,0\1
700,0\2
703,0\1
706,0\2
710,0
