Line,ProbCoup
39,1\51
41,1\51
48,1\51
53,1\51
154,1\51
366,1\51
367,1\51
368,1\51
372,1\51
373,1\51
374,1\51
378,1\51
379,1\51
380,1\51
388,1\51
389,1\51
390,1\51
391,1\51
419,1\51
420,1\51
421,1\51
427,1\51
428,1\51
429,1\51
435,0\9
442,0\9
443,0\3
444,0\3
446,0\3
451,0\3
459,0\3
460,0\2
461,0\1
467,0\1
474,0\1
475,0\1
476,0\1
478,0\2
486,0\3
487,0\3
488,0\3
489,0\3
496,0\4
497,0\4
498,0\4
499,0\4
502,0\4
504,0\3
510,0\1
511,0\1
513,0\1
523,0\3
524,0\4
526,0\4
533,0\4
534,0\4
535,1\37
537,1\37
541,0\31
542,1\6
549,1\6
550,1\6
551,1\6
552,1\6
560,1\6
561,1\6
562,0\1
563,0\1
564,1\6
570,1\6
571,0\1
572,0\1
573,1\6
574,1\6
582,0\1
583,1\6
584,1\3
585,0\1
586,1\3
587,1\3
588,0\1
589,1\3
591,0\1
597,0\1
598,1\3
599,1\3
602,0\4
609,1\6
610,0\2
611,0\2
614,0\2
624,1\5
625,1\6
634,1\6
635,0\4
645,1\6
646,0\8
648,0\8
649,0\1
650,0\1
652,0\8
653,0\8
654,0\8
655,0\8
657,0\8
659,0\8
660,0\8
667,0\8
668,0\1
669,0\1
670,0\8
672,0\8
673,0\1
674,0\1
675,0\8
676,0\8
677,0\8
678,0\8
684,0\8
685,0\3
686,0\3
688,0\3
693,0\2
701,0\3
702,0\3
704,0\1
713,0\3
714,0\6
723,0\8
733,0\4
747,0\4
749,0\4
750,0\6
751,0\8
752,0\8
753,0\4
754,0\8
755,0\4
756,0\4
757,0\4
758,0\4
759,0\4
762,0\4
763,0\2
764,0\2
767,0\2
784,0\2
785,0\2
786,0\2
787,0\2
788,0\2
789,0\2
790,0\2
791,0\4
792,0\4
794,0\4
797,0\4
798,0\4
799,0\4
802,0\4
814,0\4
815,0\4
816,0\1
819,0\1
820,0\1
821,0\1
822,0\2
823,0\2
824,0\2
825,0\2
826,0\2
827,0\2
829,0\1
830,0\1
832,0\2
833,0\2
835,0\2
837,0\2
838,0\2
839,0\2
840,0\2
841,0\2
843,0\2
845,0\1
846,0\2
848,0\2
850,0\2
851,0\2
852,0\2
853,0\1
855,0\2
857,0\2
858,0\2
859,0\2
860,0\2
862,0\2
864,0\2
865,0\1
866,0\1
869,0\1
885,0\1
886,0\2
887,0\2
888,0\2
891,0\2
892,1\51
893,1\51
894,0\8
895,0\7
896,0\2
897,0\7
898,0\7
899,0\7
900,0\7
902,0\7
903,0\7
905,0\7
906,0\4
908,0\4
909,0\4
910,0\4
911,0\2
912,0\2
913,0\2
914,0\1
916,0\2
919,1\51
922,1\51
925,1\51
926,1\51
927,1\51
929,1\51
933,0\10
934,0\10
935,0\10
936,0\3
938,0\8
940,0\2
941,0\2
942,0\2
945,0\2
