Line,ProbCoup
111,1\47
112,1\47
113,1\47
114,1\47
115,1\47
196,1\36
213,1\47
214,1\47
215,1\47
216,1\47
217,1\47
218,1\47
220,1\47
535,1\47
536,1\47
539,1\47
541,1\47
542,1\47
543,1\46
545,1\47
547,1\47
548,1\47
551,1\47
552,1\47
558,1\47
559,1\47
561,1\47
562,1\47
563,1\47
566,1\47
567,1\47
578,1\47
579,1\47
581,1\47
582,1\47
583,1\47
584,1\47
585,1\47
586,1\47
588,1\47
589,1\47
591,1\47
592,1\47
593,1\47
594,1\47
596,1\47
597,1\47
602,1\47
604,1\47
645,1\36
646,1\36
654,1\1
655,1\1
683,1\47
684,1\47
687,1\36
689,1\36
694,1\47
697,1\47
708,1\47
710,1\47
711,1\47
713,1\47
714,1\47
717,1\47
719,1\47
720,1\47
721,1\47
722,1\47
723,1\47
727,1\47
730,1\47
732,1\47
734,1\47
735,1\47
737,1\47
738,1\36
743,1\36
745,1\47
747,1\47
748,1\47
750,1\47
755,1\47
756,1\47
767,1\47
771,1\46
820,1\31
821,1\31
822,1\31
888,1\38
889,1\38
890,1\38
891,1\38
893,1\38
1003,1\47
1004,1\47
1005,1\47
1006,1\47
1007,1\47
1008,1\47
1009,1\47
1231,1\36
1237,1\36
1244,1\36
1245,1\36
1251,1\2
1252,1\2
1254,1\37
1255,1\37
1257,1\37
1273,1\37
1274,1\37
1276,1\37
1278,1\37
1279,1\37
1280,1\37
1286,1\37
1293,1\37
1294,1\2
1300,1\2
1603,1\46
1604,1\46
1605,1\46
1611,1\46
1618,1\36
1620,1\36
1621,1\36
1622,1\36
1624,1\36
1628,1\36
