Line,ProbCoup
21,1\2
22,1\1
23,0\2
24,1\1
25,0
26,0
27,1\1
28,1\1
159,1\1
160,0\3
161,0\3
162,0\2
163,1\1
164,0
165,1\1
209,1\2
166,0\3
210,1\2
167,1\2
211,1\1
168,1\2
212,0\2
213,1\1
214,1\3
215,0
216,0\2
217,1\2
218,0
29,0\1
30,1\2
31,0
32,1\1
33,1\1
34,1\2
35,1\3
36,0
37,1\2
38,1\3
169,2\3
170,2\4
171,0\2
172,1\1
173,2\2
174,2\2
175,0\1
219,1\2
0,0\1
176,0
220,1\2
1,1\3
177,1\1
221,1\1
2,0\2
178,0\1
222,0
3,0\2
223,0\2
4,1\1
224,0\1
5,1\3
225,0\2
6,1\1
226,1\3
7,0
227,0\1
8,1\2
228,1\2
39,1\3
40,0\3
41,1\1
42,0\1
43,0\2
44,0
45,1\3
46,0
47,1\1
48,1\3
179,0
180,0\3
181,0\1
182,0\1
183,0
184,1\1
185,0\1
229,1\1
186,0\1
230,1\2
187,2\2
231,0
188,0\1
232,0\1
233,1\2
234,0\1
235,0
236,1\3
237,1\1
238,0\1
49,0
50,2\2
51,2\3
52,1\3
53,1\2
54,1\1
55,1\1
56,1\3
57,2\2
58,1\1
189,1\3
190,0\3
191,2\2
192,0
193,1\2
194,1\2
195,0
239,0\1
196,0\1
240,1\1
197,1\2
241,1\2
198,0\1
242,2\3
243,2\2
244,1\3
245,0
246,1\1
247,0
248,0\2
59,1\2
60,1\1
61,2\2
62,1\1
63,0
64,0\2
65,0
66,1\2
67,0\1
68,2\3
249,0\2
250,0
251,1\2
252,0
253,0\1
254,1\2
255,0\1
299,1\2
256,1\1
300,1\2
257,1\3
301,0\2
258,0
302,0
303,1\3
304,2\4
69,0\1
305,1\3
70,1\2
306,0\2
71,1\3
307,0\1
72,1\1
308,1\1
73,1\1
74,0
75,1\2
76,1\2
77,0
78,0\1
259,0\2
260,2\2
261,0\1
262,0
263,0\2
264,1\1
265,1\1
309,0
266,1\1
310,0\1
267,1\2
311,0
268,1\2
312,1\1
313,2\3
314,1\2
79,0\1
315,1\2
80,0\1
316,1\1
81,0
317,0\3
82,0\3
318,0\2
83,0
84,0\1
85,0
86,0\1
87,0
88,0\1
269,2\4
270,1\3
271,2\3
272,0\1
273,1\1
274,0
275,1\1
319,0\1
276,0
320,0
277,0
321,1\3
278,1\3
322,0
323,0
324,0
89,0
325,0
90,1\1
326,0
91,1\2
327,1\2
92,0\1
328,0\2
93,2\3
94,0\2
95,1\2
96,1\1
97,0\1
98,0\2
279,1\2
280,0\1
281,1\3
282,0\1
283,1\4
284,0
285,0\1
329,0\1
286,2\2
330,0
287,0
331,1\1
288,1\2
332,1\2
333,0\1
334,0
335,1\2
336,0\3
337,1\1
338,1\1
289,0
290,0
291,0\2
292,0\1
293,0\2
294,1\1
295,1\4
339,0\4
296,0\1
340,0\1
297,1\2
341,1\1
298,0\1
342,0\2
343,1\2
344,0
345,1\3
346,1\1
347,0
348,1\2
349,0\1
350,0\2
351,1\2
352,0
353,0\1
354,0
355,1\1
399,1\2
400,1\1
356,1\4
401,0\1
357,1\2
402,0
358,0
403,1\1
404,0
405,0
406,0\2
407,1\1
408,1\2
359,0\1
360,0\1
361,0
362,2\3
363,0\2
364,1\1
409,0
365,1\2
410,1\2
366,0\1
411,0
367,0
412,0\2
368,0
413,1\4
414,0
415,0\1
416,0\1
417,1\3
418,0\1
369,1\1
370,0\2
371,1\1
372,0\1
373,1\1
374,1\1
419,0
375,0\1
420,1\1
376,1\5
421,0
377,0\1
422,0\1
378,0
423,0
424,1\2
425,2\3
426,1\1
427,1\2
428,0\1
379,0\2
380,1\1
381,1\1
382,0
383,0
384,0
429,1\2
385,1\1
430,0
386,1\1
431,0\1
387,0
432,0\1
388,1\1
433,0\1
434,2\2
435,1\2
436,1\3
437,1\2
438,1\1
389,1\1
390,1\1
391,1\1
392,2\4
393,1\2
394,0\1
439,0
395,1\3
440,0
396,0\4
441,1\1
397,1\2
442,1\1
398,0\1
443,0\1
444,0\2
445,0\2
446,1\2
447,1\1
448,1\1
449,0
450,1\1
451,0\2
452,1\2
453,1\2
454,0
499,1\4
455,1\2
500,1\3
456,1\1
501,1\1
457,2\2
502,1\1
458,1\1
503,0\1
504,2\4
505,0
506,2\4
507,0\1
508,1\2
459,0
460,1\3
461,0\1
462,0
463,1\3
464,1\2
509,0\2
465,0
510,1\2
466,0
511,0
467,1\1
512,1\2
468,0
513,0
514,1\2
515,0
516,1\4
517,0
518,0
469,0
470,1\1
471,0
472,0
473,0\1
474,1\2
519,1\1
475,1\3
520,0
476,0\2
521,1\2
477,1\4
522,1\2
478,2\2
523,2\4
524,0
525,1\1
526,1\1
527,0
528,1\2
479,0\2
480,0\1
481,1\2
482,0
483,0
484,0
529,0\3
485,1\2
530,0
486,1\3
531,0\1
487,0
532,0\1
488,2\2
533,0
534,0\1
535,0\1
536,1\1
537,0\1
538,0\1
489,0
490,1\1
491,1\2
492,0
493,0
494,0\2
539,2\2
495,1\1
540,2\4
496,0\1
541,1\1
497,0\1
542,0\1
498,1\1
543,0
544,1\1
545,1\1
546,0\1
547,0\2
548,0
549,1\3
550,2\2
99,0
551,1\2
100,0
552,1\2
101,1\2
553,0\1
102,1\1
554,0
103,0\1
599,1\2
555,1\1
104,0\2
600,1\2
556,1\1
105,0\1
601,0\1
557,0
106,1\1
602,0\1
558,0\1
107,0\2
603,1\3
108,1\1
604,1\2
605,0
606,1\1
607,0\1
608,0\2
559,0\2
560,2\5
109,0
561,0
110,0
562,1\3
111,1\2
563,1\3
112,1\2
564,1\2
113,1\1
609,0
565,0\2
