Line,ProbCoup
21,0\2
22,0\5
23,1\4
24,0\5
25,1\9
26,0\1
27,0\4
28,0\3
89,0\3
90,0\4
91,0\2
92,0\1
93,0\3
94,0\4
95,1\5
96,0\3
97,0
98,0\4
99,0\1
100,0\6
101,0\2
102,1\4
103,0\2
29,0\1
104,0\1
30,0\2
105,0\3
31,0\6
106,0\4
32,0\2
107,0\5
33,0\1
108,0\2
34,0\3
35,0\4
36,1\6
37,0\2
38,1\4
0,0\2
1,0\6
2,0\5
3,0\2
4,0\4
5,0\2
6,0\3
,0
7,0\7
8,0\2
39,0\5
40,0\5
41,0\4
42,0\3
43,0\4
44,0\5
45,0\2
46,0\1
47,0\5
48,0\2
49,0\1
50,0\6
51,0
52,0\1
53,0\4
54,0\4
55,1\7
56,0\3
57,0\3
58,0\3
59,0\3
60,0\3
61,0\3
62,0\2
63,1\4
64,1\4
65,0\4
66,0\3
67,1\7
68,0\2
69,0\5
70,0\4
71,1\3
72,1\5
73,0\7
74,1\3
75,0\3
76,0\1
77,0\6
78,0\4
9,1\3
10,0\1
11,1\4
12,0\2
13,0
14,0\3
15,0\2
16,0\3
17,0\3
18,0\4
79,0\7
80,0\4
81,0\2
82,0\3
83,0\2
84,0\3
85,1\4
86,0\2
87,0\2
88,0\1
19,0\5
20,0\2
