Line,ProbCoup
21,1\2
160,1\3
164,2\5
660,1\3
662,1\3
212,1\4
213,1\6
666,1\6
667,1\3
32,2\6
38,1\5
170,1\2
177,1\5
2,1\1
178,1\4
224,1\3
6,2\4
226,1\2
7,1\2
228,1\2
48,1\3
182,1\2
232,1\3
233,1\3
238,1\2
49,1\3
53,1\4
55,1\2
58,2\5
193,1\2
242,1\1
244,1\2
246,1\5
247,1\4
60,1\1
61,1\3
63,1\3
252,1\4
301,1\4
302,1\4
305,1\4
70,1\4
72,2\5
74,1\4
76,1\2
261,1\2
264,1\4
265,1\5
309,1\4
268,1\3
79,1\4
82,1\2
84,1\3
86,1\2
87,1\2
271,1\3
275,1\5
276,1\4
277,1\4
323,1\4
91,1\2
283,1\3
329,1\4
287,1\3
336,1\3
338,1\1
293,1\4
294,1\6
295,1\4
339,2\6
342,1\3
344,1\6
346,1\6
353,1\2
357,1\7
404,1\1
367,1\1
368,1\5
420,1\3
376,1\3
378,1\2
424,1\4
425,1\2
427,2\5
429,2\8
431,1\4
436,1\6
438,1\3
392,1\4
393,1\3
395,1\4
440,1\3
398,1\5
448,1\4
452,2\5
454,2\2
458,1\3
461,1\2
465,1\3
510,1\6
511,1\2
468,1\3
514,1\4
474,1\4
520,1\2
523,1\3
527,1\2
483,1\4
484,1\6
485,1\2
487,1\5
536,1\1
490,1\6
539,1\1
542,1\4
547,1\3
550,1\4
104,1\4
556,1\3
557,1\6
605,1\4
559,1\3
110,1\4
113,1\3
609,1\3
114,1\2
611,2\6
568,1\3
615,1\3
569,2\6
570,1\5
571,1\2
120,1\1
619,1\3
623,1\6
625,1\4
627,1\4
583,2\5
136,1\3
632,1\2
588,1\4
634,1\6
638,1\4
592,1\4
141,2\5
593,1\3
595,1\3
597,1\3
146,1\1
643,1\3
12,1\3
14,1\3
149,1\1
152,1\2
154,1\3
655,1\5
656,2\5
657,1\4
20,1\3
