Line,ProbCoup
21,1\2
22,0\3
23,0\1
24,0\2
25,0\2
26,0\2
27,0\1
28,0\2
159,0\5
160,1\3
161,0\1
162,0\3
163,0\3
659,0\2
164,2\5
660,1\3
165,0\5
209,0\2
661,0\3
166,0\2
210,0\2
662,1\3
167,0\4
211,0\1
663,0\2
168,0
212,1\4
664,0\2
213,1\6
665,0\3
214,0\4
666,1\6
215,0\3
667,1\3
216,0\4
668,0\2
217,0\1
218,0\1
29,0\4
30,0\5
31,0\3
32,2\6
33,0\2
34,0\2
35,0\1
36,0\2
37,0\2
38,1\5
169,0\1
170,1\2
171,0\1
172,0\1
173,0\5
174,0\3
175,0\2
219,0\2
0,0\5
176,0\2
220,0\2
1,0\6
177,1\5
221,0\2
2,1\1
178,1\4
222,0\2
3,0\1
223,0\2
4,0\5
224,1\3
5,0\1
225,0\4
6,2\4
226,1\2
7,1\2
227,0\1
8,0\3
228,1\2
39,0\2
40,0\2
41,0\3
42,0\1
43,0\4
44,0
45,0
46,0\3
47,0\1
48,1\3
179,0\4
180,0\3
181,0\2
182,1\2
183,0\1
184,0\6
185,0\3
229,0\4
186,0\4
230,0\2
187,0\3
231,0\3
188,0\5
232,1\3
233,1\3
234,0\2
235,0\2
236,0\3
237,0\3
238,1\2
49,1\3
50,0\1
51,0
52,0\4
53,1\4
54,0\2
55,1\2
56,0\1
57,0\2
58,2\5
189,0\4
190,0\2
191,0\1
192,0\3
193,1\2
194,0\2
195,0\5
239,0\3
196,0\1
240,0\4
197,0\2
241,0\3
198,0\1
242,1\1
243,0
244,1\2
245,0\3
246,1\5
247,1\4
248,0
59,0\2
60,1\1
61,1\3
62,0\3
63,1\3
64,0\4
65,0\1
66,0\3
67,0\2
68,0\1
249,0\5
250,0\2
251,0\4
252,1\4
253,0\6
254,0\1
255,0\2
299,0\2
256,0\4
300,0\5
257,0\2
301,1\4
258,0\3
302,1\4
303,0\2
304,0\4
69,0
305,1\4
70,1\4
306,0\1
71,0\4
307,0\5
72,2\5
308,0\8
73,0\5
74,1\4
75,0\2
76,1\2
77,0\1
78,0\1
259,0\3
260,0\4
261,1\2
262,0\4
263,0\3
264,1\4
265,1\5
309,1\4
266,0\2
310,0\3
267,0
311,0\2
268,1\3
312,0\1
313,0\1
314,0\2
79,1\4
315,0\1
80,0\6
316,0\4
81,0\3
317,0\6
82,1\2
318,0\2
83,0\6
84,1\3
85,0\2
86,1\2
87,1\2
88,0\2
269,0\2
270,0\3
271,1\3
272,0\1
273,0\1
274,0\1
275,1\5
319,0\2
276,1\4
320,0\2
277,1\4
321,0\1
278,0\4
322,0\5
323,1\4
324,0\2
89,0\1
325,0\2
90,0\1
326,0\3
91,1\2
327,0\3
92,0\2
328,0\2
93,0
94,0\3
95,0\1
96,0\3
97,0\4
98,0\2
279,0\1
280,0\3
281,0\1
282,0\1
283,1\3
284,0\2
285,0\3
329,1\4
286,0\5
330,0\2
287,1\3
331,0\2
288,0\1
332,0\1
333,0\3
334,0
335,0\2
336,1\3
337,0\3
338,1\1
289,0\5
290,0\5
291,0\1
292,0\2
293,1\4
294,1\6
295,1\4
339,2\6
296,0\4
340,0\3
297,0\1
341,0\3
298,0\3
342,1\3
343,0\3
344,1\6
345,0\2
346,1\6
347,0
348,0
349,0\2
350,0\4
351,0\2
352,0
353,1\2
354,0\2
355,0\2
399,0\1
400,0\2
356,0
401,0\2
357,1\7
402,0\2
358,0\3
403,0\1
404,1\1
