Line,ProbCoup
41,1\57
43,1\57
45,1\57
47,1\57
49,1\57
51,1\57
53,1\57
55,1\57
57,1\57
59,1\57
61,1\57
63,1\57
65,1\57
67,1\57
69,1\57
71,1\57
73,1\57
75,1\57
453,1\3
454,1\2
456,1\3
457,1\1
459,1\3
464,1\1
466,1\3
467,1\2
469,1\3
473,1\3
474,1\3
476,1\3
478,1\2
479,1\2
480,1\1
482,1\2
484,1\2
486,1\2
488,1\3
489,1\2
492,1\1
494,1\3
496,1\3
498,1\3
499,1\3
500,1\2
502,1\3
505,1\3
506,1\3
507,1\3
510,1\3
514,1\3
521,1\1
525,1\2
526,1\2
529,1\2
532,1\1
539,1\2
540,1\2
541,1\2
543,1\1
547,1\2
548,1\1
553,1\1
559,1\2
560,1\2
562,1\2
564,1\2
567,1\2
568,1\2
572,1\2
573,1\2
576,1\2
580,1\2
582,1\2
583,1\2
584,1\2
586,1\1
590,1\2
594,1\1
598,1\1
613,1\3
616,1\3
617,1\3
618,1\3
621,1\1
635,1\3
638,1\3
651,1\3
654,1\3
668,1\3
672,1\3
685,1\4
688,1\4
701,1\3
704,1\3
717,1\3
721,1\3
724,1\3
1295,1\4
1298,1\4
1299,1\4
1303,1\4
1320,1\1
1321,1\1
1323,1\1
1324,1\1
1325,1\1
1326,1\1
1327,1\1
1328,1\1
1330,1\1
1331,1\1
1332,1\1
1333,1\1
1334,1\1
1338,1\1
1339,1\1
1342,1\1
1345,1\1
1348,1\1
1350,1\1
1353,1\1
1354,1\1
1355,1\1
1356,1\1
1358,1\1
1359,1\1
1361,1\1
1363,1\1
1364,1\1
1366,1\1
1370,1\1
1373,1\1
1374,1\1
1375,1\1
1376,1\1
1377,1\1
1379,1\1
1380,1\1
1382,1\1
1384,1\1
1386,1\1
1387,1\1
1389,1\1
1391,1\1
1393,1\1
1395,1\1
1396,1\1
1401,1\1
1403,1\1
1408,1\1
1410,1\1
1413,1\1
1416,1\1
