Line,ProbCoup
21,0\3
22,0\1
23,0\2
24,0
25,0
26,0
27,0\5
28,0\1
159,1\1
160,0\2
161,0\1
162,1\2
163,0\1
659,0\1
164,0
660,0\1
165,0\1
209,0\1
661,0
166,0\3
210,0\2
167,1\4
211,0\2
168,0\2
212,0\1
213,0
214,0\2
215,0
216,0\1
217,1\1
218,0
29,0\2
30,1\2
31,0\1
32,1\2
33,1\2
34,0\1
35,0
36,0\1
37,0
38,0
169,0
170,0\2
171,0\1
172,0\1
173,0\2
174,1\1
175,0\1
219,1\2
0,0
176,0\2
220,0\1
1,0\1
177,1\1
221,0\2
2,0\2
178,0\3
222,1\2
3,0\1
223,0
4,0
224,0\1
5,1\1
225,0
6,0
226,0\1
7,0\1
227,0\1
8,0\4
228,0\1
39,1\3
40,0\2
41,1\1
42,0\3
43,0
44,0\1
45,0\2
46,1\1
47,0\2
48,0
179,0\3
180,0\1
181,0\2
182,1\1
183,0
184,0\2
185,0\1
229,0\5
186,0
230,0\1
187,0\1
231,0\1
188,1\2
232,1\3
233,0
234,0\1
235,0
236,0
237,0
238,0
49,0\1
50,0\2
51,0
52,0\3
53,0\1
54,0\1
55,0\2
56,0
57,0\3
58,0\2
189,0
190,0\1
191,0
192,0\1
193,1\3
194,0\1
195,0
239,1\1
196,0\2
240,0\1
197,1\4
241,1\1
198,1\1
242,1\1
243,0\1
244,1\2
245,0\2
246,0\1
247,0
248,0\2
59,0
60,0\1
61,0\5
62,0\3
63,0\2
64,0\1
65,0\2
66,0\1
67,0\3
68,1\2
249,0\2
250,1\1
251,0\1
252,0\1
253,0\3
254,0\2
255,0\2
299,0\1
256,0
300,1\3
257,0
301,1\2
258,0\1
302,0
303,0
304,0\4
69,0
305,1\3
70,0\2
306,0\1
71,0\1
307,0\3
72,0\3
308,0\2
73,0
74,0\1
75,0\2
76,0\2
77,0\3
78,0\1
259,1\2
260,0
261,1\1
262,0
263,1\2
264,0\1
265,0
309,0\1
266,0\1
310,0
267,0\1
311,0\1
268,1\3
312,0
313,0\2
314,1\3
79,1\1
315,0\1
80,0
316,0\3
81,0\3
317,0\1
82,0
318,0
83,1\1
84,1\3
85,0\2
86,0\2
87,1\3
88,0\2
269,1\1
270,1\1
271,0\2
272,0\3
273,0\1
274,0\1
275,0\2
319,0\1
276,0\1
320,0
277,0\1
321,0
278,0\1
322,0
323,0\1
324,0\1
89,0\3
325,0\1
90,0\1
326,0\1
91,0\1
327,1\2
92,0
328,0\1
93,0
94,0\1
95,0\3
96,0\1
97,0\1
98,0\1
279,0\1
280,0
281,0\1
282,1\2
283,1\1
284,0\2
285,1\3
329,0\2
286,1\1
330,0\2
287,0
331,0\1
288,0\1
332,0\2
333,0\2
334,0\1
335,1\2
336,0
337,0
338,0\4
289,0
290,0
291,0\1
292,0\1
293,0\1
294,1\2
295,0\3
339,0\2
296,0\1
340,0\2
297,0\1
341,0\3
298,0\2
342,0\2
343,0\1
344,0\1
345,0\4
346,0\1
347,0\1
348,0
349,0\1
350,0
351,0
352,0
353,0\1
354,0\1
355,0\3
399,0
400,1\1
356,0\2
401,0\1
357,1\1
402,0\1
358,0
403,0
404,0\1
405,0
406,1\1
407,0\2
408,0\2
359,0\2
360,0\2
361,0
362,1\2
363,1\1
364,0\1
409,0\1
365,0\1
410,0\2
366,0
411,1\2
367,0\3
412,0
368,0\2
413,0\3
414,0\4
415,0\1
416,0
417,0\2
418,0\3
369,1\2
370,0\2
371,1\3
372,0
373,0\2
374,0\1
419,0
375,0\2
420,0\1
376,0\3
421,1\2
377,0\2
422,0\3
378,0\1
423,0\2
424,0\2
425,0\2
426,0
427,1\1
428,0\2
379,0\1
380,0\1
381,0\1
382,0\1
383,0\1
384,0\2
429,0
385,0
430,0
386,0
431,0\4
387,1\3
432,0\1
388,0
433,0\1
434,0
435,0\2
436,1\2
437,1\2
438,0\1
389,0\2
390,0
391,0\1
392,0\2
393,0\2
394,0\1
439,0
395,0\2
440,0\2
396,0\2
441,0\3
397,0\2
442,0\1
398,0\1
443,0\2
444,0\1
445,0\3
446,1\3
447,0\3
448,1\3
449,0\3
450,1\1
451,1\3
452,0\3
453,0
454,0
499,0\4
455,1\2
500,0\1
456,0\3
501,0\1
457,0\1
502,0\1
458,0\1
503,0\3
504,0
505,0
506,0
507,0\1
508,0\3
459,0
460,0\1
461,0
462,0\2
463,0\2
464,0
509,0\3
465,0
510,1\2
466,0
511,0\2
467,0\1
512,0
468,0\2
513,0
514,0\2
515,0\1
516,0\2
517,0\4
518,0\2
469,0\1
470,0
471,0\2
472,0\3
473,1\2
474,0\1
519,0\1
475,1\4
520,0
476,0
521,0
477,0
522,0
478,0\1
523,0\1
524,0
525,0
526,0\1
527,1\2
528,0\1
479,0\2
480,0
481,0
482,1\3
483,0\1
484,0
529,0
485,0\2
530,0
486,0
531,0
487,1\3
532,0\2
488,1\2
533,1\1
534,0\1
535,0\3
536,0
537,0\3
538,0\2
489,0\2
490,0\3
491,0
492,1\3
493,0\2
494,0\1
539,1\2
495,0\1
540,0
496,0\1
541,0\1
497,0\1
542,0\1
498,0
543,0\1
544,1\4
545,0
546,1\3
547,0\2
548,0\2
549,1\2
550,0\2
99,0\1
551,0\1
100,0\1
552,0\3
101,0\2
553,1\3
102,0\1
554,0
103,0
599,0
555,0\1
104,0
600,0
556,1\4
105,0\2
601,0\1
557,0\1
106,0\1
602,0\2
558,1\4
107,0\1
603,0\1
108,0
604,0
605,0
606,0\1
607,0\2
608,0\1
559,0\1
560,0\2
109,0\1
561,1\2
110,0\1
562,0
111,1\2
563,0\2
112,0\2
564,0
113,0\1
609,0\1
565,0\1
114,0\1
610,1\1
566,1\3
115,1\2
611,1\3
567,0
116,0\1
612,0\2
568,0
117,1\3
613,0\1
118,0\1
614,0\1
615,0\1
616,0
617,0
618,0\2
569,0\2
570,0\4
119,1\4
571,0\1
120,1\2
572,1\2
121,0\1
573,1\4
122,1\2
574,0
123,0
619,0\2
575,0\2
124,0\1
620,0\1
576,0\2
125,0\2
621,0\3
577,0\2
126,0\3
622,0
578,0\2
127,1\3
623,0\2
128,0\1
624,0\1
625,0\1
626,0\3
627,0
628,0\1
579,1\2
580,1\3
129,1\2
581,1\2
130,0\1
582,1\2
131,1\1
583,1\1
132,0\1
584,0\1
133,0\1
629,0
585,0\1
134,1\2
630,0\1
586,0\2
135,0\2
631,0\1
587,0\1
136,0
632,1\2
588,0
137,0\1
633,0\1
138,0\1
634,1\2
635,0\1
636,0\2
637,0\1
638,0
589,0
590,0
139,0\1
591,1\3
140,0
592,1\3
141,0
593,0
142,1\1
594,0
143,0\2
639,0\1
595,0\2
144,0\2
640,0\1
596,0
145,0\1
641,0\1
597,0\1
146,0
642,1\2
598,0\2
147,0\1
643,1\2
148,0
644,0\2
645,0\2
646,0
647,0\3
648,0\1
9,1\1
10,0\1
11,0\2
12,0\1
13,0
14,0
15,0\1
16,0\2
17,0
18,0\2
149,0
150,0\1
151,0\4
152,0\1
153,1\1
649,0
154,1\1
650,1\3
155,0\1
199,0\2
651,0
156,0\1
200,1\1
652,0\1
157,0
201,1\1
653,0\1
158,0\3
202,0\2
654,1\2
203,0\2
655,0\3
204,0\2
656,0\4
205,0\2
657,0\3
206,0\1
658,0
207,0\1
208,0\1
19,0\2
20,0\2
