Line,ProbCoup
159,1\1
162,1\2
167,1\4
217,1\1
30,1\2
32,1\2
33,1\2
174,1\1
219,1\2
177,1\1
222,1\2
5,1\1
39,1\3
41,1\1
46,1\1
182,1\1
188,1\2
232,1\3
193,1\3
239,1\1
197,1\4
241,1\1
198,1\1
242,1\1
244,1\2
68,1\2
250,1\1
300,1\3
301,1\2
305,1\3
259,1\2
261,1\1
263,1\2
268,1\3
314,1\3
79,1\1
83,1\1
84,1\3
87,1\3
269,1\1
270,1\1
327,1\2
282,1\2
283,1\1
285,1\3
286,1\1
335,1\2
294,1\2
400,1\1
357,1\1
406,1\1
362,1\2
363,1\1
411,1\2
369,1\2
371,1\3
421,1\2
427,1\1
387,1\3
436,1\2
437,1\2
446,1\3
448,1\3
450,1\1
451,1\3
455,1\2
510,1\2
473,1\2
475,1\4
527,1\2
482,1\3
487,1\3
488,1\2
533,1\1
492,1\3
539,1\2
544,1\4
546,1\3
549,1\2
553,1\3
556,1\4
558,1\4
561,1\2
111,1\2
610,1\1
566,1\3
115,1\2
611,1\3
117,1\3
119,1\4
120,1\2
572,1\2
573,1\4
122,1\2
127,1\3
579,1\2
580,1\3
129,1\2
581,1\2
582,1\2
131,1\1
583,1\1
134,1\2
632,1\2
634,1\2
591,1\3
592,1\3
142,1\1
642,1\2
643,1\2
9,1\1
153,1\1
154,1\1
650,1\3
200,1\1
201,1\1
654,1\2
