Line,ProbCoup
58,1\83
68,1\83
73,1\83
75,1\83
76,1\83
77,1\83
78,1\83
79,1\83
80,1\83
81,1\83
82,1\83
83,1\83
89,1\83
91,1\83
92,1\83
93,1\83
94,1\83
96,1\83
102,1\83
107,1\83
116,1\83
117,1\83
118,1\83
124,1\83
125,1\83
126,1\83
127,1\83
128,1\83
129,1\83
130,1\83
131,1\83
132,1\83
143,0\5
144,0\5
156,0\3
157,0\1
159,0\3
169,0\25
170,0\1
172,0\25
184,0\29
185,0\1
187,0\29
188,0\1
191,0\29
194,0\29
195,0\1
196,0\1
197,0\1
200,0\1
201,0\1
205,0\29
206,0\1
209,0\29
210,0\29
212,0\29
213,0\29
214,0\6
216,0\29
229,0\1
230,0\1
232,0\1
242,0\2
243,0\1
245,0\2
258,0\6
259,0\1
263,0\6
264,0\1
267,0\6
268,0\1
271,0\6
272,0\6
273,0\4
275,0\6
288,0\2
289,0\1
291,0\2
292,0\2
293,0\2
294,0\2
295,0\2
297,0\2
314,0\11
315,0\1
318,0\11
319,0\11
321,0\11
331,0\11
332,0\11
334,0\11
335,0\10
336,0\10
340,0\11
341,0\11
342,0\11
359,0\1
360,0\1
362,0\1
363,0\1
365,0\1
366,0\1
367,0\1
368,0\1
369,0\1
370,0\1
386,0\1
387,0\1
389,0\1
390,0\1
391,0\1
392,0\1
394,0\1
396,0\1
397,0\1
439,0\1
475,0\8
476,0\8
478,0\8
479,0\3
481,0\8
482,0\3
484,0\8
485,0\8
486,0\8
489,0\8
524,0\3
555,0\14
556,0\3
559,0\14
560,0\3
563,0\14
564,0\12
565,0\6
566,0\6
567,0
570,0\12
571,0\11
572,0\11
573,0
577,0\14
578,0\14
580,0\14
581,0\10
582,0\2
584,0\8
585,0\3
589,0\8
590,0\8
593,0\8
594,0\8
596,0\8
597,0\8
599,0\8
600,0\5
602,0\8
603,0\5
608,0\8
609,0\5
614,0\8
615,0\8
622,0
624,0\11
640,0\9
641,0\9
642,0\9
644,0\9
658,0\1
659,0\1
662,0\1
663,0\1
666,0\1
667,0\1
668,0\1
670,0\1
690,0\15
708,0\3
709,0\1
712,0\2
713,0\1
716,0\1
717,0\1
718,0\1
720,0\1
733,0\1
734,0\1
736,0\1
755,0\9
756,0\1
757,0\1
758,0\1
759,0\8
761,0\7
776,0
790,0\8
805,0\9
806,0\9
807,0\9
836,0\1
837,0\1
838,0\1
841,0\1
842,0\1
843,0\1
845,0\1
846,0\1
847,0
851,0\1
852,0
853,0
854,0\1
855,0\1
856,0\1
858,0
860,0
872,0\8
873,0\8
874,0\1
875,0\8
876,0\5
877,0\5
878,0\5
879,0\5
881,0\5
882,0\5
883,0\3
885,0\4
887,0\5
889,0\8
903,1\1
904,1\1
905,1\1
906,1\1
908,1\1
909,1\1
910,1\1
912,1\1
926,0\1
927,0\1
929,0\1
940,0\1
941,0
943,0\1
956,0\3
970,0\1
971,0\1
973,0\1
984,0\1
985,0
987,0\1
1001,0\3
1021,0\6
1022,0\6
1023,0
1025,0\6
1026,0\6
1027,0\6
1028,0\6
1030,0\6
1031,0\6
1033,0\6
1034,0\6
1040,0\6
1041,0\6
1044,0\6
1045,0\6
1046,0\6
1048,0\6
