Line,ProbCoup
1,1\2
12,1\2
14,1\6
18,1\3
19,1\2
25,1\5
34,1\2
41,1\2
43,1\3
46,1\5
52,1\3
67,1\3
76,1\4
80,1\3
81,1\4
82,1\2
83,2\2
85,1\3
94,1\3
97,1\4
108,1\3
114,2\5
115,1\4
119,1\3
121,1\3
122,1\2
125,1\4
128,1\2
137,1\7
139,1\3
142,1\4
143,1\5
150,1\3
157,1\4
159,1\3
163,1\2
165,1\4
171,1\4
172,1\3
180,1\4
181,1\4
186,1\2
189,1\3
190,1\5
191,1\5
197,1\2
199,1\4
201,2\8
202,1\2
205,1\3
207,1\5
211,1\3
213,1\4
215,1\3
222,1\2
229,1\4
233,1\4
237,1\3
243,1\4
247,1\2
251,1\3
253,1\1
257,1\3
258,1\3
261,1\3
269,1\3
276,1\3
277,1\5
280,1\4
283,1\2
287,1\3
288,1\4
290,1\5
294,1\2
296,1\2
298,1\3
303,1\2
305,1\4
310,1\2
314,1\4
316,1\3
320,1\1
322,1\3
326,1\5
331,1\3
336,2\5
339,1\5
342,1\3
352,1\1
357,1\3
365,2\6
368,1\2
370,1\1
371,1\2
373,1\2
380,1\4
382,1\4
383,1\2
393,1\5
399,1\5
400,1\5
415,1\4
416,1\3
421,1\2
426,1\2
436,1\2
441,1\2
444,1\3
450,1\2
458,1\5
461,1\3
462,1\3
464,1\4
465,1\2
472,1\2
475,1\2
476,1\4
478,1\5
482,1\2
484,1\2
487,1\2
489,1\3
495,1\4
499,1\3
501,1\7
502,1\4
503,1\3
518,1\2
521,1\4
527,1\2
529,1\5
532,1\4
533,1\2
535,1\4
538,1\5
541,1\3
545,1\3
546,1\3
551,1\5
553,1\3
558,1\1
559,1\4
560,1\2
561,1\5
565,1\3
568,1\4
569,1\1
574,1\2
577,1\2
579,1\4
588,1\3
593,1\2
598,1\2
599,1\5
609,1\2
619,1\5
620,1\3
629,1\5
635,1\4
637,1\6
641,1\2
642,1\2
643,1\4
646,1\7
649,1\2
650,1\3
652,1\5
653,1\2
654,1\4
