Line,ProbCoup
136,2\120
137,2\120
138,2\120
139,2\120
141,2\120
142,2\120
148,2\120
149,2\120
151,2\120
152,2\120
153,2\120
156,2\120
157,2\120
168,2\120
169,2\120
171,2\120
172,2\120
173,2\120
174,2\120
175,2\120
176,2\120
178,2\120
179,2\120
181,2\120
182,2\120
183,2\120
184,2\120
186,2\120
187,2\120
188,0
192,2\120
194,2\120
196,0\2
197,0\2
199,0\114
200,0\10
202,0\110
204,0\110
206,0\114
207,0\12
208,0\106
209,0\68
210,0\106
211,0\100
213,0\14
215,0\14
217,0\106
218,0\106
220,2\14
221,2\14
223,0\74
224,0\74
226,2\86
227,2\86
229,0\80
230,0\80
232,0\4
233,0\4
235,0\74
236,0\74
238,0\10
239,0\10
241,0
242,0
244,0\2
245,0\2
247,0
248,0
250,2\16
251,2\16
253,0
254,0
256,0
257,0
259,2\10
260,0\2
262,2\10
264,2\10
266,0\70
267,0\70
269,0\68
271,0\68
273,2\120
274,2\120
275,2\118
277,0\78
279,0\78
281,0
284,2\120
287,2\120
298,2\120
300,2\120
301,2\120
303,2\120
304,2\120
307,2\120
309,2\120
310,2\120
311,2\120
312,2\120
313,2\120
317,2\120
320,2\120
322,2\120
324,2\120
325,2\120
327,2\120
328,0\76
330,0
331,0
333,0\76
335,2\120
337,2\120
338,2\120
340,2\120
345,2\120
346,2\120
357,2\120
359,2\26
361,2\116
363,0\110
380,0\2
381,0\2
382,0
383,0
384,0
385,0
387,0
397,0\2
405,0\66
406,0\66
407,0\66
415,2\72
423,0
431,0\2
432,0\2
433,0\2
441,2\72
453,2\82
454,2\82
456,2\82
466,0\20
474,0\10
482,0\14
495,0
508,0\12
509,0\2
511,0\12
512,0\12
524,0\2
534,0\2
548,0\2
549,0\2
550,0\2
599,2\120
600,2\10
601,2\10
608,2\10
616,2\10
617,2\10
632,2\10
633,0
634,2\10
641,2\118
649,2\118
650,2\118
667,2\118
668,2\76
669,2\76
670,0\110
677,0\110
678,0
679,0\110
680,0\110
681,0\110
683,0\110
684,0\74
692,0\74
693,0\74
707,0\9
708,0\9
709,0\9
716,0\9
724,0\74
725,0\8
732,0\72
733,0\72
734,0\74
735,0\6
736,0\74
738,0\74
740,0\78
747,0\78
754,0\78
755,0\78
762,0\4
770,0\4
771,2\88
778,2\88
779,2\88
781,2\88
782,2\88
784,2\88
800,2\88
801,2\88
803,2\88
805,2\88
806,2\88
807,2\8
814,2\8
822,2\10
823,2\10
830,2\10
831,2\10
832,2\10
834,2\10
835,2\10
838,2\10
839,2\6
841,0
842,2\6
844,2\6
845,2\6
847,0
849,2\10
863,2\10
864,2\10
865,2\10
872,2\10
880,2\10
881,2\10
888,2\10
889,2\4
890,0\2
892,2\4
894,2\4
901,0\70
907,0\70
908,0\70
915,0\70
923,0\70
924,0\70
931,0\18
932,0\18
933,0\18
940,0\18
946,0\2
947,0\18
954,0\18
962,0\18
963,0\18
970,0\14
971,0\18
972,0\18
987,0\18
988,0\18
989,2\14
996,2\14
1004,2\14
1005,2\14
1006,2\2
1008,2\2
1009,0
1016,2\2
1017,2\2
1032,0
1033,0
1034,0
1041,0
1049,0
1050,0
1051,0
1053,0
1054,0
1061,0
1062,0
1067,0
1079,0
1080,0\100
1081,0\100
1083,0\100
1084,0\100
1085,0\68
1086,0\68
1089,0\68
1109,0\68
1110,0\68
1111,2\116
1112,2\116
1114,2\116
1115,2\116
1116,2\78
1126,2\78
1134,2\78
1136,2\78
1138,2\78
1140,0\2
1148,2\78
1149,0\10
1158,0\10
1159,0\10
1160,0\10
1167,0\4
1175,0\4
1177,0\4
1178,0\4
1179,0\4
1181,0\14
1184,0\14
1185,0\14
1186,0\14
1188,0\8
1189,0\8
1192,0\8
1193,0\8
1194,0
1195,0
1216,0\8
1217,2\26
1218,2\26
1219,2\26
1221,2\26
1222,0\8
1223,0\8
1230,2\10
1238,2\8
1239,0\6
1241,0\6
1242,0\6
1243,0\2
1248,2\10
