Line,ProbCoup
167,0\1
168,0\1
191,0\85
209,0\2
229,0\20
230,0\6
232,0\18
233,0\18
234,0\14
237,0\7
257,0\1
286,0\2
312,0\1
313,0\1
338,0\1
366,0\1
393,0\1
394,0\1
396,0\1
397,0\1
423,0\1
453,0\5
454,0\4
456,0\5
457,0\5
486,0\6
487,0\1
489,0\6
490,0\6
491,0\6
492,0\6
494,0\3
495,0\2
497,0\3
498,0\3
501,0\6
530,0\6
531,0\5
534,0\6
535,0\6
536,0\6
538,0\3
539,0\2
541,0\3
542,0\3
545,0\6
570,0\1
600,0\1
601,0\1
603,0\1
604,0\1
605,0\1
607,0\1
627,0\1
628,0\1
630,0\1
637,0\1
640,0\1
643,0\1
646,0\1
649,0\1
652,0\1
653,0\1
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
670,0
697,0\1
722,0\1
747,0\1
748,0\1
750,0\1
779,0\1
780,0\1
782,0\1
808,0\1
809,0\1
811,0\1
842,0\1
843,0\1
845,0\1
846,0\1
848,0\1
849,0\1
851,0\1
852,0\1
853,0\1
855,0\1
856,0\1
857,0\1
892,0\2
893,0\1
896,0\2
897,0\1
899,0\2
924,0\1
925,0\1
927,0\1
958,0\1
959,0\1
961,0\1
987,0\1
988,0\1
990,0\1
1022,0\1
1023,0\1
1025,0\1
1050,0\1
1051,0\1
1053,0\1
1078,0\2
1079,0\2
1081,0\1
1108,0\2
1109,0\1
1111,0\2
1112,0\2
1113,0\2
1114,0\2
1115,0\2
1118,0\2
1146,0\2
1147,0\1
1149,0\2
1150,0\2
1151,0\2
1152,0\2
1153,0\2
1157,0\2
1183,0\1
1184,0\1
1186,0\1
1215,0\4
1216,0\2
1218,0\4
1219,0\4
1220,0\4
1221,0\4
1222,0\4
1226,0\4
1257,0\1
1258,0\1
1260,0\1
1288,0\6
1289,0\1
1291,0\6
1292,0\6
1293,0\6
1294,0\6
1295,0\6
1298,0\3
1300,0\5
1326,0\1
1327,0\1
1329,0\1
1330,0\1
1331,0\1
1334,0
1362,0\5
1363,0\1
1365,0\5
1366,0\2
1368,0\5
1369,0\2
1371,0\5
1397,0\1
1398,0\1
1400,0\1
1428,0\4
1429,0\1
1431,0\4
1432,0\4
1433,0\4
1434,0\4
1435,0\4
1436,0\4
1437,0\4
1441,0\4
1467,0\1
1468,0\1
1470,0\1
1502,0\1
1503,0\1
1505,0\1
1508,0\1
1510,0\1
1511,0\1
1512,0\1
1513,0\1
1514,0\1
1516,0\1
1517,0\1
1518,0\1
1521,0\1
1522,0\1
1526,0\1
1555,0\1
1556,0\1
1558,0\1
1559,0\1
1560,0\1
1561,0\1
1562,0\1
1563,0\1
1564,0\1
1566,0\1
1567,0\1
1568,0\1
1571,0\1
1601,0\1
1602,0\1
1606,0\1
1607,0\1
1610,0\1
1611,0\1
1613,0\1
1614,0\1
1617,0\1
1656,0\1
1657,0\1
1661,0\1
1662,0\1
1664,0\1
1665,0\1
1669,0\1
1670,0\1
1674,0\1
1675,0\1
1678,0\1
1679,0\1
1681,0\1
1682,0\1
1685,0\1
1711,0\1
1712,0\1
1714,0\1
1715,0\1
1717,0\1
1718,0\1
1720,0\1
1744,0\1
1745,0\1
1747,0\1
1748,0\1
1750,0\1
1751,0\1
1753,0\1
1781,0\1
1782,0\1
1784,0\1
1785,0\1
1787,0\1
1788,0\1
1790,0\1
1791,0\1
1793,0\1
1826,0\1
1827,0\1
1829,0\1
1830,0\1
1832,0\1
1833,0\1
1834,0\1
1836,0\1
1868,0\1
1869,0\1
1871,0\1
1872,0\1
1874,0\1
1875,0\1
1876,0\1
1878,0\1
1909,0\1
1910,0\1
1912,0\1
1913,0\1
1914,0\1
1916,0\1
1949,0\1
1950,0\1
1952,0\1
1953,0\1
1955,0\1
1956,0\1
1957,0\1
1959,0\1
1986,0\1
2017,0\2
2018,0\2
2020,0\2
2021,0\2
2022,0\2
2023,0\2
2024,0\2
2027,0\2
2053,0\1
2054,0\1
2056,0\1
2057,0\1
