Line,ProbCoup
2,1\3
4,1\3
5,1\2
11,1\2
23,1\1
31,1\3
38,1\3
39,1\5
42,1\1
43,1\3
45,1\4
48,1\3
52,1\4
55,1\1
62,1\4
64,1\5
72,1\1
97,1\2
98,1\5
104,1\4
107,1\6
116,1\3
117,1\3
120,1\4
130,1\3
133,1\3
137,1\3
144,1\2
150,1\5
151,1\4
155,1\2
158,1\6
159,1\5
163,1\2
167,1\1
171,1\4
173,1\2
181,1\2
188,1\4
189,1\3
192,1\4
194,1\3
196,1\3
199,1\4
202,1\1
208,1\4
211,1\5
212,1\2
215,1\3
216,1\3
218,1\6
224,1\4
226,1\3
230,1\3
231,1\2
232,1\4
233,1\3
239,1\3
242,1\2
244,1\4
247,1\4
253,1\4
260,1\5
262,1\4
267,1\3
273,1\5
274,1\3
275,1\4
286,1\3
287,1\4
288,1\3
291,1\3
306,1\2
311,1\5
315,1\2
321,1\2
322,1\2
323,1\4
329,1\5
337,1\1
343,1\3
349,1\4
350,1\3
353,1\4
356,1\4
358,1\4
361,1\3
363,1\6
371,1\2
375,1\5
376,1\4
380,1\2
384,1\6
395,1\3
397,1\4
399,1\5
404,1\4
406,1\2
409,1\4
412,1\2
425,1\2
