Line,ProbCoup
0,0\1
1,0\4
2,1\3
3,0\1
4,1\3
5,1\2
6,0\3
7,0\1
8,0\2
9,0\3
10,0\2
11,1\2
12,0\3
13,0\3
14,0\2
15,0\1
16,0\2
17,0\4
18,0\3
19,0\1
20,0\3
21,0\2
22,0\3
23,1\1
24,0\3
25,0\1
26,0\3
27,0\2
28,0
29,0\3
30,0\2
31,1\3
32,0\1
33,0\4
34,0\2
35,0\3
36,0\2
37,0\3
38,1\3
39,1\5
40,0\4
41,0\3
42,1\1
43,1\3
44,0\3
45,1\4
46,0\4
47,0\3
48,1\3
49,0\2
50,0\3
51,0\3
52,1\4
53,0\2
54,0\3
55,1\1
56,0\1
57,0\3
58,0\1
59,0
60,0\4
61,0\1
62,1\4
63,0\3
64,1\5
65,0\1
66,0
67,0
68,0\2
69,0\2
70,0\2
71,0\3
72,1\1
73,0\2
74,0\1
75,0\1
76,0\2
77,0\1
78,0\1
79,0\1
80,0\2
81,0\2
82,0
83,0\2
84,0\2
85,0\1
86,0\3
87,0\1
88,0\2
89,0\5
90,0\3
91,0\4
92,0
93,0\1
94,0\1
95,0\4
96,0\4
97,1\2
98,1\5
99,0\4
100,0\2
101,0\5
102,0\1
103,0\6
104,1\4
105,0\2
106,0\4
107,1\6
108,0\3
109,0\2
110,0\1
111,0\3
112,0\2
113,0\4
114,0\2
115,0\3
116,1\3
117,1\3
118,0\1
119,0\3
120,1\4
121,0\3
122,0\2
123,0\2
124,0\1
125,0\2
126,0\4
127,0\2
128,0\1
129,0\3
130,1\3
131,0\2
132,0\3
133,1\3
134,0\4
135,0\1
136,0\1
137,1\3
138,0\2
139,0\2
140,0
141,0\2
142,0\2
143,0\2
144,1\2
145,0\3
146,0\2
147,0\3
148,0\2
149,0\5
150,1\5
151,1\4
152,0\3
153,0\4
154,0
155,1\2
156,0\2
157,0\4
158,1\6
159,1\5
160,0\2
161,0\2
162,0\5
163,1\2
164,0\2
165,0\2
166,0\3
167,1\1
168,0\2
169,0\2
170,0\2
171,1\4
172,0\3
173,1\2
174,0\2
175,0\1
176,0\3
177,0\4
178,0\3
179,0\2
180,0\4
181,1\2
182,0\2
183,0\3
184,0\1
185,0\1
186,0\3
187,0\2
188,1\4
189,1\3
190,0\3
191,0\1
192,1\4
193,0\3
194,1\3
195,0\2
196,1\3
197,0\3
198,0\3
199,1\4
200,0\3
201,0\4
202,1\1
203,0\2
204,0\1
205,0\1
206,0\1
207,0\2
208,1\4
209,0\2
210,0\3
211,1\5
212,1\2
213,0\3
214,0\1
215,1\3
216,1\3
217,0\4
218,1\6
219,0\2
220,0\3
221,0\1
222,0\3
223,0\2
224,1\4
225,0\6
226,1\3
227,0\3
228,0\1
229,0\3
230,1\3
231,1\2
232,1\4
233,1\3
234,0\4
235,0\2
236,0\2
237,0\3
238,0\3
239,1\3
240,0\2
241,0\1
242,1\2
243,0\3
244,1\4
245,0\3
246,0\1
247,1\4
248,0\3
249,0\2
250,0\1
251,0\1
252,0\2
253,1\4
254,0\2
255,0\5
256,0\2
257,0\4
258,0\2
259,0\2
260,1\5
261,0\2
262,1\4
263,0\1
264,0\2
265,0\1
266,0\2
267,1\3
268,0\1
269,0\1
270,0\2
271,0\1
272,0\3
273,1\5
274,1\3
275,1\4
276,0\1
277,0\3
278,0\4
279,0\1
280,0\3
281,0\3
282,0\2
283,0\2
284,0\3
285,0\1
286,1\3
287,1\4
288,1\3
289,0\2
290,0\2
291,1\3
292,0\2
293,0\2
294,0\1
295,0\1
296,0\2
297,0\4
298,0\3
299,0\3
300,0\3
301,0\1
302,0\2
303,0\3
304,0\2
305,0
306,1\2
307,0\1
308,0\1
309,0\3
310,0\2
311,1\5
312,0\1
313,0\1
314,0\1
315,1\2
316,0\2
317,0\3
318,0\3
319,0\2
320,0\2
321,1\2
322,1\2
323,1\4
324,0
325,0\3
326,0\3
327,0\2
328,0\1
329,1\5
330,0\3
331,0\2
332,0\2
333,0\5
334,0\2
335,0\1
336,0\2
337,1\1
338,0\1
339,0\3
340,0\1
341,0\1
342,0\2
343,1\3
344,0
345,0\4
346,0\4
347,0\1
348,0\1
349,1\4
350,1\3
351,0\2
352,0\2
353,1\4
354,0\5
355,0\3
356,1\4
357,0\2
358,1\4
359,0\1
360,0\2
361,1\3
362,0\1
363,1\6
364,0\3
365,0\1
366,0\4
367,0\3
368,0\3
369,0\1
370,0\1
371,1\2
372,0\1
373,0\1
374,0\3
375,1\5
376,1\4
377,0\1
378,0\2
379,0\1
380,1\2
381,0\1
382,0\3
383,0\3
384,1\6
385,0\2
386,0\2
387,0\4
388,0\1
389,0\1
390,0\1
391,0\3
392,0\4
393,0\2
394,0\4
395,1\3
396,0\1
397,1\4
398,0\2
399,1\5
400,0
401,0
402,0\2
403,0\2
404,1\4
405,0\2
406,1\2
407,0\5
408,0\1
409,1\4
410,0\3
411,0\3
412,1\2
413,0\3
414,0\2
415,0\1
416,0\2
417,0\1
418,0\2
419,0\1
420,0\3
421,0\4
422,0\6
423,0\1
424,0\2
425,1\2
426,0\1
427,0\2
428,0\1
,\29
,\29
,\29
,\29
,\29
,\29
,\29
,\29
,\29
,\29
,\29
,\29
,\29
