Line,ProbCoup
1,1\3
3,2\4
4,2\5
9,1\6
12,1\3
14,1\2
17,1\2
27,1\3
28,1\4
32,1\4
34,1\4
36,1\4
37,1\3
42,2\7
44,1\3
46,1\4
48,1\6
49,1\3
52,1\2
53,1\3
57,1\3
58,1\3
59,1\2
61,1\5
63,1\5
64,1\2
66,1\6
68,1\3
69,1\6
71,1\4
72,1\6
76,1\4
78,1\4
79,1\5
80,1\3
81,1\3
82,1\3
84,1\5
90,1\2
92,1\2
95,1\5
96,1\3
98,1\4
99,1\5
100,1\3
102,1\2
105,1\3
108,2\6
120,1\3
121,2\7
125,2\3
128,1\1
129,1\4
130,1\5
131,1\3
133,1\4
138,1\4
139,1\2
150,1\3
153,1\6
157,2\3
166,1\3
168,1\4
171,1\5
173,1\7
186,2\5
191,1\1
192,1\1
195,1\2
197,2\4
198,1\4
208,1\2
210,1\3
213,2\5
216,1\6
219,1\5
223,1\3
230,1\2
233,1\3
234,1\4
235,2\4
238,1\3
241,1\4
247,1\4
248,1\5
251,1\3
252,1\3
254,1\6
256,1\3
257,1\3
260,1\2
264,1\3
265,1\5
268,1\2
273,1\5
275,1\4
278,1\3
281,1\3
282,1\3
285,1\1
289,1\2
290,1\1
297,2\4
298,2\3
304,1\1
305,1\4
308,2\5
310,1\2
312,1\5
315,1\3
317,1\4
319,2\3
320,1\4
322,1\1
324,1\2
325,2\4
326,1\2
331,1\4
332,1\2
333,1\2
334,1\4
339,1\4
341,1\3
345,1\4
355,1\4
360,1\3
365,1\2
367,1\2
370,1\4
371,1\3
373,1\2
374,1\4
376,1\3
377,1\3
379,1\4
396,1\3
398,1\3
399,2\4
402,1\3
408,2\2
411,1\3
419,1\5
423,1\5
424,1\4
428,2\2
430,1\2
431,1\3
432,1\4
434,1\3
437,1\4
438,1\4
439,1\2
440,1\1
444,2\5
447,1\2
453,1\4
454,1\4
464,1\5
465,1\4
471,1\2
472,1\3
473,1\4
476,1\2
484,1\2
486,1\2
490,1\4
492,1\7
496,2\5
497,1\2
502,1\4
507,1\3
511,1\5
519,1\4
521,1\3
528,1\4
530,1\6
531,1\2
532,1\3
533,1\5
535,1\5
537,1\2
538,1\6
541,1\6
543,2\4
552,1\2
554,1\3
560,1\1
565,1\5
568,1\2
571,1\2
574,2\5
575,1\4
576,1\5
580,1\4
582,1\3
586,1\2
588,1\2
591,2\4
594,1\2
596,1\4
599,1\5
601,1\4
603,1\3
604,1\3
607,1\3
610,1\3
614,1\2
618,1\1
619,1\3
620,1\3
621,1\3
623,1\5
625,1\6
628,1\6
630,2\6
632,1\4
635,1\5
636,1\3
641,1\5
643,1\3
646,1\5
647,1\6
648,1\6
654,1\1
655,1\4
657,1\4
659,1\2
660,1\2
662,1\5
