Line,ProbCoup
0,0\2
1,1\1
2,0\2
3,0
4,1\1
5,0\2
6,1\1
7,1\2
8,0
9,0\2
10,1\2
11,0\2
12,0\2
13,0
14,0\2
15,0\2
16,0
17,0\2
18,0
19,0\1
20,0\1
21,0
22,0\1
23,1\2
24,0\2
25,0
26,2\3
27,0\1
28,0\1
29,0\1
30,1\1
31,0\1
32,0\2
33,0\1
34,0\2
35,0\1
36,0
37,0\1
38,0\1
39,0\1
40,0\2
41,0
42,0\1
43,1\2
44,1\3
45,0\1
46,0\1
47,0
48,0\2
49,0\2
50,0\1
51,0
52,0\2
53,0
54,0\2
55,0\2
56,0\1
57,0\2
58,0
59,2\4
60,1\2
61,0\2
62,0\1
63,0\1
64,0\1
65,0\1
66,0\1
67,0\1
68,0\1
69,0\1
70,0\2
71,1\2
72,0\2
73,0\1
74,1\1
75,0\1
76,0\2
77,0\1
78,1\2
79,0\1
80,0\1
81,0\2
82,0\2
83,0\2
84,1\3
85,1\2
86,0
87,0
88,0\2
89,0\1
90,0\1
91,0\1
92,0\2
93,0\1
94,0\1
95,1\2
96,0\1
97,0\2
98,0\2
99,0\2
100,1\1
101,0
102,0
103,0\1
104,0\1
105,0\2
106,0\2
107,1\3
108,1\1
109,0\2
110,1\2
111,0\2
112,1\2
113,0\3
114,0
115,1\2
116,0\1
117,0\1
118,0\2
119,0\2
120,1\2
121,0\1
122,0\1
123,2\2
124,0\1
125,0\1
126,0
127,1\3
128,0\2
129,0\1
130,1\2
131,0\1
132,1\2
133,1\2
134,0\2
135,0\1
136,0\2
137,1\1
138,0\2
139,0\1
140,1\2
141,0\1
142,0\1
143,1\2
144,0
145,0\2
146,1\2
147,0\1
148,1\2
149,0\2
150,1\3
151,0\2
152,0\1
153,0\2
154,0\2
155,0\2
156,1\3
157,0\2
158,0\1
159,1\3
160,0\2
161,0\2
162,0\1
163,0\2
164,0\1
165,0\2
166,0\1
167,0\2
168,0\1
169,0
170,0\2
171,0\1
172,0\1
173,0
174,0
175,0\2
176,1\2
177,1\3
178,0\2
179,1\2
180,1\2
181,0\1
182,1\2
183,0\2
184,0
185,0
186,1\3
187,0\1
188,0\1
189,1\2
190,0\2
191,1\2
192,0\2
193,0\1
194,1\3
195,1\2
196,0\1
197,0\1
198,0\2
199,0\1
200,0
201,0
202,0\1
203,0
204,1\3
205,0\1
