Line,ProbCoup
22,1\3
269,1\5
24,1\3
25,1\4
271,1\3
26,1\4
272,1\3
319,1\4
320,1\2
276,1\3
321,1\5
159,1\5
322,1\3
278,1\4
160,1\5
323,1\4
161,1\4
162,1\3
325,1\3
89,1\4
164,1\2
90,1\3
165,1\6
91,1\4
328,1\4
211,1\3
167,1\4
93,1\5
168,1\4
213,1\4
214,1\3
96,1\3
215,1\2
97,1\3
217,1\2
101,1\3
102,1\6
103,1\5
29,1\4
104,1\6
105,1\3
31,1\5
33,1\4
279,1\4
108,1\2
34,1\5
281,1\3
36,1\4
282,1\3
283,1\4
38,1\2
330,1\5
286,1\6
331,1\4
169,1\6
332,1\5
288,1\3
170,1\4
333,1\5
171,1\3
334,1\3
172,1\5
335,1\3
173,1\6
336,1\2
174,1\5
219,1\4
175,1\4
338,1\4
220,1\3
176,1\4
222,1\3
178,1\5
2,1\5
3,1\2
224,1\3
4,1\4
5,1\2
6,1\5
7,1\4
228,1\4
8,1\4
112,1\5
113,1\5
114,1\3
40,1\4
115,1\3
116,1\2
117,1\5
118,1\4
44,1\3
290,1\4
291,1\3
293,1\3
48,1\4
294,1\3
295,1\3
340,1\5
341,1\4
297,1\3
179,1\5
342,1\5
298,1\6
343,1\3
181,1\5
344,1\4
182,1\5
183,1\2
346,1\3
184,1\4
347,1\4
348,1\2
230,1\1
187,1\4
232,1\6
233,1\4
234,1\4
235,1\4
236,1\6
121,1\3
49,1\3
124,1\3
51,1\4
55,1\4
58,1\3
189,1\5
352,1\2
190,1\4
191,1\5
354,1\4
355,1\5
193,1\4
356,1\4
194,1\3
357,1\4
239,1\4
195,1\3
358,1\4
240,1\2
196,1\2
243,1\3
245,1\5
246,1\3
247,1\4
130,1\4
131,1\5
132,1\3
59,1\3
60,1\4
135,1\4
61,1\3
136,1\4
137,1\4
138,1\4
64,1\3
65,1\3
68,1\5
251,1\5
253,1\3
255,1\4
256,1\4
257,1\4
302,1\5
258,1\5
141,1\4
305,1\3
143,1\4
69,1\4
70,1\5
307,1\3
145,1\5
146,1\4
74,1\5
76,1\5
10,1\4
11,1\2
13,1\4
260,1\5
261,1\4
18,1\5
264,1\4
310,1\3
266,1\5
267,1\4
149,1\4
151,1\3
314,1\5
152,1\4
315,1\5
80,1\5
317,1\4
155,1\3
81,1\5
318,1\3
82,1\4
157,1\2
83,1\3
84,1\4
85,1\4
204,1\6
86,1\5
205,1\2
206,1\3
88,1\4
207,1\5
208,1\5
19,1\2
20,1\2
