Line,ProbCoup
21,0\5
22,1\3
23,0\3
269,1\5
24,1\3
270,0\3
25,1\4
271,1\3
26,1\4
272,1\3
27,0\3
273,0\2
28,0\2
274,0\5
319,1\4
275,0\4
320,1\2
276,1\3
321,1\5
277,0\4
159,1\5
322,1\3
278,1\4
160,1\5
323,1\4
161,1\4
324,0\3
162,1\3
325,1\3
163,0\3
89,1\4
326,0\4
164,1\2
90,1\3
327,0\4
209,0\2
165,1\6
91,1\4
328,1\4
210,0\3
166,0\2
92,0\1
211,1\3
167,1\4
93,1\5
212,0\2
168,1\4
94,0\3
213,1\4
95,0\2
214,1\3
96,1\3
215,1\2
97,1\3
216,0\3
98,0\2
217,1\2
99,0\4
218,0
100,0\4
101,1\3
102,1\6
103,1\5
29,1\4
104,1\6
30,0\3
105,1\3
31,1\5
106,0\1
32,0\1
107,0\1
33,1\4
279,1\4
108,1\2
34,1\5
280,0\2
35,0
281,1\3
36,1\4
282,1\3
37,0\4
283,1\4
38,1\2
284,0\3
329,0\2
285,0\3
330,1\5
286,1\6
331,1\4
287,0\3
169,1\6
332,1\5
288,1\3
170,1\4
333,1\5
171,1\3
334,1\3
172,1\5
335,1\3
173,1\6
336,1\2
174,1\5
337,0\3
219,1\4
175,1\4
338,1\4
220,1\3
176,1\4
0,0\2
221,0\1
177,0\2
1,0\4
222,1\3
178,1\5
2,1\5
223,0\2
3,1\2
224,1\3
4,1\4
225,0\2
5,1\2
226,0\3
6,1\5
227,0\4
109,0\4
7,1\4
228,1\4
110,0\2
8,1\4
111,0\4
112,1\5
113,1\5
39,0\3
114,1\3
40,1\4
115,1\3
41,0\1
116,1\2
42,0\3
117,1\5
43,0\2
289,0\2
118,1\4
44,1\3
290,1\4
45,0\3
291,1\3
46,0\3
292,0\2
47,0\4
293,1\3
48,1\4
294,1\3
339,0\3
295,1\3
340,1\5
296,0\4
341,1\4
297,1\3
179,1\5
342,1\5
298,1\6
180,0\4
343,1\3
181,1\5
344,1\4
182,1\5
345,0\2
183,1\2
346,1\3
184,1\4
347,1\4
229,0\2
185,0\3
348,1\2
230,1\1
186,0\4
231,0\3
187,1\4
232,1\6
188,0\3
233,1\4
234,1\4
235,1\4
236,1\6
237,0\3
119,0\5
238,0\3
120,0\1
121,1\3
122,0\3
123,0\1
49,1\3
124,1\3
50,0\3
125,0\3
51,1\4
126,0\4
52,0\4
127,0\1
53,0\3
128,0\4
54,0\3
55,1\4
56,0\3
57,0\3
58,1\3
349,0
350,0\2
351,0\5
189,1\5
352,1\2
190,1\4
353,0\3
191,1\5
354,1\4
192,0\3
355,1\5
193,1\4
356,1\4
194,1\3
357,1\4
239,1\4
195,1\3
358,1\4
240,1\2
196,1\2
241,0\2
197,0\4
242,0\1
198,0\2
243,1\3
244,0\2
245,1\5
246,1\3
247,1\4
129,0\2
248,0\2
130,1\4
131,1\5
132,1\3
133,0\3
59,1\3
134,0\2
60,1\4
135,1\4
61,1\3
136,1\4
62,0\2
137,1\4
63,0\4
138,1\4
64,1\3
65,1\3
66,0\3
67,0\2
68,1\5
359,0\1
249,0\3
250,0\2
251,1\5
252,0\3
253,1\3
254,0\4
299,0\2
255,1\4
300,0\2
256,1\4
301,0\3
257,1\4
139,0\2
302,1\5
258,1\5
140,0
303,0\2
141,1\4
304,0\3
142,0\4
305,1\3
143,1\4
69,1\4
306,0\2
144,0\1
70,1\5
307,1\3
145,1\5
71,0\1
308,0\3
146,1\4
72,0\3
147,0\4
73,0\3
148,0\2
74,1\5
75,0\3
76,1\5
77,0\3
78,0\4
9,0
10,1\4
11,1\2
12,0\4
13,1\4
259,0\1
14,0\2
260,1\5
15,0\3
261,1\4
16,0\3
262,0\2
17,0\2
263,0\3
18,1\5
264,1\4
309,0\4
265,0\5
310,1\3
266,1\5
311,0\5
267,1\4
149,1\4
312,0\2
268,0\4
150,0\2
313,0\2
151,1\3
314,1\5
152,1\4
315,1\5
153,0\2
79,0\4
316,0\2
154,0\5
80,1\5
317,1\4
199,0\1
155,1\3
81,1\5
318,1\3
200,0\2
156,0\3
82,1\4
201,0\3
157,1\2
83,1\3
202,0\3
158,0\1
84,1\4
203,0\2
85,1\4
204,1\6
86,1\5
205,1\2
87,0\2
206,1\3
88,1\4
207,1\5
208,1\5
19,1\2
20,1\2
