Line,ProbCoup
82,27\152
96,27\152
107,27\152
119,27\152
129,27\152
137,27\152
148,27\111
163,27\111
164,27\111
177,27\134
179,27\134
180,27\134
181,27\134
182,27\134
183,27\134
185,27\134
186,27\134
188,27\134
203,27\133
205,27\133
206,27\133
207,27\133
208,27\131
209,27\131
210,27\131
213,27\133
215,27\133
220,27\152
225,27\152
230,27\152
235,27\152
240,27\152
245,27\152
250,27\152
255,27\152
260,27\152
265,27\152
270,27\152
275,27\152
280,27\152
285,27\152
291,27\152
296,27\152
301,27\152
306,27\152
311,27\152
316,27\152
324,27\152
325,27\152
375,27\138
376,27\136
377,27\136
378,27\136
379,27\136
383,27\138
393,27\133
394,27\133
396,27\133
397,27\133
398,27\133
407,27\133
408,27\133
409,27\133
410,27\132
411,27\132
412,27\132
413,21\34
414,21\34
417,27\132
418,7\106
421,27\133
437,7\91
439,7\91
443,7\91
446,7\91
447,7\91
469,27\111
471,9\9
472,9\9
475,24\108
478,24\108
485,24\108
492,24\108
493,1\15
494,1\15
499,23\100
500,2\11
501,2\11
506,22\98
507,1\3
508,1\3
513,21\96
514,1\3
515,1\3
520,20\94
521,1\3
522,1\3
527,19\92
528,1\3
529,1\3
534,18\90
535,1\3
536,1\3
541,17\88
542,1\3
543,1\3
548,16\86
549,3\40
550,3\40
556,14\70
557,14\70
563,24\108
564,24\108
565,24\108
580,9\9
581,9\9
593,14\70
594,14\70
660,1\22
661,1\22
688,2\18
689,2\18
716,1\4
717,1\4
744,1\4
745,1\4
772,1\4
773,1\4
800,1\4
801,1\4
828,1\4
829,1\4
856,1\10
857,1\10
897,3\40
898,3\40
899,3\33
900,3\33
901,1\31
903,3\33
907,3\33
910,3\40
911,3\40
923,21\21
924,21\21
925,21\21
926,21\21
927,21\21
928,18\18
930,21\21
931,9\9
934,21\21
937,21\21
938,21\21
991,1\15
992,1\15
993,1\15
994,1\15
996,1\15
998,1\15
999,1\15
1052,2\11
1053,2\11
1054,2\11
1055,2\11
1057,2\11
1059,2\11
1060,2\11
1113,1\3
1114,1\3
1115,1\3
1116,1\3
1118,1\3
1120,1\3
1121,1\3
1174,1\3
1175,1\3
1176,1\3
1177,1\3
1179,1\3
1181,1\3
1182,1\3
1235,1\3
1236,1\3
1237,1\3
1238,1\3
1240,1\3
1242,1\3
1243,1\3
1296,1\3
1297,1\3
1298,1\3
1299,1\3
1301,1\3
1303,1\3
1304,1\3
1357,1\3
1358,1\3
1359,1\3
1360,1\3
1362,1\3
1364,1\3
1365,1\3
1418,1\3
1419,1\3
1420,1\3
1421,1\3
1423,1\3
1425,1\3
1426,1\3
1450,27\136
1451,27\119
1452,27\119
1455,27\103
1458,27\136
1467,27\136
1468,27\103
1469,27\103
1470,27\103
1472,27\136
1480,27\136
1481,27\136
1489,27\133
1490,27\133
1501,9\53
1502,9\53
1510,7\106
1511,7\106
1520,7\105
1521,6\52
1522,6\52
1524,7\105
1533,7\105
1534,7\105
1572,7\91
1573,7\91
1611,27\152
1612,27\152
1633,27\152
1634,27\152
1644,27\136
1653,27\152
1654,27\152
1673,27\152
1674,27\152
1816,27\152
1819,27\152
1820,27\152
1842,27\152
1845,27\152
1846,27\152
1894,27\152
1897,27\152
1898,27\152
1921,27\152
1922,27\152
2125,27\152
2126,27\152
2158,27\152
2159,27\152
2160,27\152
2168,27\152
2192,27\152
2193,27\152
2195,27\152
2202,27\152
2224,27\152
2226,27\152
2227,27\152
2228,27\152
2229,27\152
2237,27\152
2260,27\152
2261,27\152
2262,27\152
2263,27\152
2264,27\152
2265,27\152
