Line,ProbCoup
21,0
22,0\1
23,0\2
24,0\3
25,0\2
26,0\2
27,0\1
28,0
89,0\1
90,0\1
91,0\2
92,0\2
93,0\1
94,0\4
95,0\1
96,1\2
97,1\3
98,0
99,0\2
100,0\3
101,0\2
102,0\2
103,0\2
29,1\1
104,0\3
30,0\1
105,0\3
31,0\1
106,0\2
32,1\4
107,0\3
33,0\1
108,0\2
34,0
35,0\1
36,1\4
37,0\3
38,1\1
0,0\2
1,0\1
2,1\1
3,0\2
4,0\2
5,0\2
6,0
109,0\1
7,0\1
110,0
8,1\1
111,0\2
112,0\3
113,1\2
39,0\1
114,0\2
40,0\1
115,0\1
41,1\3
116,0\2
42,0\1
117,0
43,0\2
118,0
44,1\2
45,0\3
46,0\2
47,0\3
48,1\1
119,0\3
120,0\2
121,1\2
122,1\3
123,0\3
49,0\3
124,0
50,0\4
125,0\4
51,0\2
52,0
53,0\1
54,0\3
55,0
56,0\2
57,0\2
58,0\2
59,0\4
60,0
61,0
62,0\4
63,0\3
64,0\2
65,0
66,1\2
67,0\2
68,1\1
69,0\2
70,0
71,0\1
72,0\1
73,0
74,0\2
75,0\2
76,1\2
77,0\3
78,0
9,0\1
10,1\2
11,0\2
12,0\2
13,0\2
14,0\1
15,0\3
16,0
17,0\1
18,0
79,1\5
80,0\3
81,0\2
82,0\3
83,0\2
84,0\4
85,0\1
86,0\1
87,0
88,0\1
19,0\2
20,0\2
