Line,ProbCoup
107,1\48
110,1\48
114,0\1
146,1\41
159,0\2
174,0\36
188,0\9
205,0\1
220,0\2
235,0
251,0
267,0
282,0
297,0
313,0
329,0\1
345,0\1
361,0
378,0
395,1\2
409,1\2
410,1\2
411,1\2
413,1\2
414,1\2
415,0
416,1\2
419,1\48
432,1\48
433,1\48
434,1\48
435,1\48
437,1\48
438,1\48
444,1\48
445,1\48
447,1\48
448,1\48
449,1\48
452,1\48
453,1\48
464,1\48
465,1\48
467,1\48
468,1\48
469,1\48
470,1\48
471,1\48
472,1\48
474,1\48
475,1\48
477,1\48
478,1\48
479,1\48
480,1\48
482,1\48
483,0
484,1\48
488,1\48
490,1\1
492,1\1
493,1\47
495,1\46
496,1\3
498,1\3
500,1\47
502,1\3
503,1\45
504,1\34
505,1\45
506,1\44
507,1\5
509,1\5
511,1\42
513,1\42
514,0\2
516,0\2
517,1\36
519,1\36
520,1\37
522,1\37
523,1\36
525,1\36
526,0\1
528,0\1
529,1\37
531,1\37
532,1\6
534,1\6
535,0
537,0
538,0\1
540,0\1
541,0
543,0
544,1\3
546,1\3
547,0
549,0
550,0
552,0
553,1\2
555,1\1
556,1\2
558,1\2
560,1\34
562,1\34
563,1\34
565,1\34
567,1\48
569,1\48
570,1\47
571,0\36
573,0\36
575,0
577,1\48
580,1\48
583,1\48
594,1\48
596,1\48
597,1\48
599,1\48
600,1\48
603,1\48
605,1\48
606,1\48
607,1\48
608,1\48
609,1\48
613,1\48
616,1\48
618,1\48
620,1\48
621,1\48
623,1\37
624,0
626,0
627,1\37
629,1\48
631,1\48
633,1\48
634,1\48
636,1\48
641,1\48
642,1\48
653,1\7
655,1\47
657,1\46
659,0
676,0
677,0
678,0
679,0
680,0
681,0
683,1\1
696,1\33
706,1\33
707,1\33
708,1\35
718,0
731,0
743,0
744,0
745,1\35
757,1\39
769,1\39
770,1\39
772,0
786,0
787,0
788,0\9
799,0\3
810,0\5
819,0
832,0
845,0
846,0
848,0
849,0
861,0
871,0\1
885,0\1
886,0\1
887,1\48
936,1\48
937,1\47
938,1\47
944,1\47
951,1\47
952,1\36
967,1\36
968,1\46
969,1\46
975,0
982,1\46
983,1\46
1000,1\46
1001,1\46
1002,1\36
1003,1\36
1009,1\36
1010,1\4
1011,1\4
1012,1\4
1013,1\4
1015,1\36
1016,0\2
1023,1\35
1024,1\35
1038,1\36
1039,0\2
1040,1\36
1046,1\36
1053,0\36
1054,0\36
1060,0\36
1061,0\36
1062,0\2
1063,0\2
1064,1\38
1066,1\38
1068,1\38
1075,1\38
1082,1\38
1083,1\38
1089,1\38
1096,1\38
1097,1\38
1103,1\38
1104,1\38
1106,1\3
1107,1\3
1109,1\2
1125,1\2
1126,1\2
1128,1\2
1130,1\2
1131,1\2
1132,1\2
1138,1\2
1145,1\1
1146,0
1152,1\1
1153,1\1
1154,1\1
1156,0
1157,1\2
1160,1\2
1161,1\2
1163,1\2
1164,1\2
1166,1\2
1167,1\1
1169,0
1171,1\1
1185,1\1
1186,1\34
1187,1\34
1193,1\34
1200,1\34
1201,1\34
1207,1\34
1208,1\8
1209,1\8
1211,1\8
1213,1\8
1220,0\1
1226,1\8
1227,1\8
1233,1\8
1240,1\8
1241,1\7
1247,1\8
1248,1\8
1249,1\8
1256,1\8
1262,0\2
1263,0\2
1269,0\2
1276,0\2
1277,0
1283,0
1284,0
1285,0
1300,0
1301,0
1302,0
1308,0
1315,0
1316,0
1317,0
1319,0
1320,0
1326,0
1327,0
1342,0
1343,0
1344,0
1350,1\44
1357,1\44
1358,1\44
1359,1\44
1361,1\33
1362,1\33
1368,1\33
1369,1\33
1387,1\33
1388,1\47
1390,1\47
1391,1\47
1392,1\47
1398,1\37
1405,1\37
1406,1\37
1408,1\37
1410,1\37
1418,0
1419,1\37
1428,1\3
1429,1\3
1430,1\3
1436,1\3
1443,1\2
1445,1\2
1446,1\2
1447,1\2
1449,1\2
1452,1\5
1453,1\5
1454,1\5
1456,1\5
1457,1\4
1460,1\4
1461,1\4
1462,1\4
1463,0
1484,0
1485,1\4
1486,1\7
1487,1\7
1489,1\7
1490,1\7
1491,1\4
1498,1\4
1506,1\4
1507,0\3
1509,1\3
1510,1\3
1511,1\3
1516,0
,1\4
