Line,ProbCoup
107,1\48
110,1\48
146,1\41
395,1\2
409,1\2
410,1\2
411,1\2
413,1\2
414,1\2
416,1\2
419,1\48
432,1\48
433,1\48
434,1\48
435,1\48
437,1\48
438,1\48
444,1\48
445,1\48
447,1\48
448,1\48
449,1\48
452,1\48
453,1\48
464,1\48
465,1\48
467,1\48
468,1\48
469,1\48
470,1\48
471,1\48
472,1\48
474,1\48
475,1\48
477,1\48
478,1\48
479,1\48
480,1\48
482,1\48
484,1\48
488,1\48
490,1\1
492,1\1
493,1\47
495,1\46
496,1\3
498,1\3
500,1\47
502,1\3
503,1\45
504,1\34
505,1\45
506,1\44
507,1\5
509,1\5
511,1\42
513,1\42
517,1\36
519,1\36
520,1\37
522,1\37
523,1\36
525,1\36
529,1\37
531,1\37
532,1\6
534,1\6
544,1\3
546,1\3
553,1\2
555,1\1
556,1\2
558,1\2
560,1\34
562,1\34
563,1\34
565,1\34
567,1\48
569,1\48
570,1\47
577,1\48
580,1\48
583,1\48
594,1\48
596,1\48
597,1\48
599,1\48
600,1\48
603,1\48
605,1\48
606,1\48
607,1\48
608,1\48
609,1\48
613,1\48
616,1\48
618,1\48
620,1\48
621,1\48
623,1\37
627,1\37
629,1\48
631,1\48
633,1\48
634,1\48
636,1\48
641,1\48
642,1\48
653,1\7
655,1\47
657,1\46
683,1\1
696,1\33
706,1\33
707,1\33
708,1\35
745,1\35
757,1\39
769,1\39
770,1\39
887,1\48
936,1\48
937,1\47
938,1\47
944,1\47
951,1\47
952,1\36
967,1\36
968,1\46
969,1\46
982,1\46
983,1\46
1000,1\46
1001,1\46
1002,1\36
1003,1\36
1009,1\36
1010,1\4
1011,1\4
1012,1\4
1013,1\4
1015,1\36
1023,1\35
1024,1\35
1038,1\36
1040,1\36
1046,1\36
1064,1\38
1066,1\38
1068,1\38
1075,1\38
1082,1\38
1083,1\38
1089,1\38
1096,1\38
1097,1\38
1103,1\38
1104,1\38
1106,1\3
1107,1\3
1109,1\2
1125,1\2
1126,1\2
1128,1\2
1130,1\2
1131,1\2
1132,1\2
1138,1\2
1145,1\1
1152,1\1
1153,1\1
1154,1\1
1157,1\2
1160,1\2
1161,1\2
1163,1\2
1164,1\2
1166,1\2
1167,1\1
1171,1\1
1185,1\1
1186,1\34
1187,1\34
1193,1\34
1200,1\34
1201,1\34
1207,1\34
1208,1\8
1209,1\8
1211,1\8
1213,1\8
1226,1\8
1227,1\8
1233,1\8
1240,1\8
1241,1\7
1247,1\8
1248,1\8
1249,1\8
1256,1\8
1350,1\44
1357,1\44
1358,1\44
1359,1\44
1361,1\33
1362,1\33
1368,1\33
1369,1\33
1387,1\33
1388,1\47
1390,1\47
1391,1\47
1392,1\47
1398,1\37
1405,1\37
1406,1\37
1408,1\37
1410,1\37
1419,1\37
1428,1\3
1429,1\3
1430,1\3
1436,1\3
1443,1\2
1445,1\2
1446,1\2
1447,1\2
1449,1\2
1452,1\5
1453,1\5
1454,1\5
1456,1\5
1457,1\4
1460,1\4
1461,1\4
1462,1\4
1485,1\4
1486,1\7
1487,1\7
1489,1\7
1490,1\7
1491,1\4
1498,1\4
1506,1\4
1509,1\3
1510,1\3
1511,1\3
,1\4
