Line,ProbCoup
0,1\4
1,1\3
2,1\3
5,1\2
7,1\5
8,1\3
10,1\4
11,1\4
14,1\3
16,1\3
17,1\4
18,1\3
19,1\4
23,1\5
24,1\4
25,1\6
27,1\5
28,1\3
29,1\4
30,1\4
35,1\3
36,1\4
37,1\5
38,1\4
39,1\4
40,1\5
42,1\5
43,1\5
49,1\6
51,1\2
52,1\5
53,1\5
54,1\3
55,1\2
57,1\4
60,1\4
64,1\5
65,1\6
69,1\2
72,1\4
73,1\4
76,1\4
77,1\5
78,1\5
79,1\4
81,1\4
82,1\3
83,1\4
84,1\4
86,1\4
87,1\2
91,1\3
95,1\3
99,1\4
100,1\3
102,1\5
103,1\4
104,1\3
106,1\2
107,1\4
108,1\5
109,1\2
110,1\6
111,1\4
112,1\4
115,1\3
116,1\4
117,1\4
118,1\2
119,1\4
121,1\5
122,1\4
123,1\2
124,1\4
127,1\4
132,1\3
133,1\4
134,1\4
137,1\4
139,1\4
140,1\4
142,1\4
143,1\4
144,1\4
145,1\5
146,1\2
147,1\4
150,1\3
152,1\6
156,1\4
158,1\5
160,1\3
162,1\3
164,1\4
167,1\3
168,1\5
169,1\5
171,1\5
172,1\5
174,1\4
175,1\3
176,1\6
177,1\3
178,1\4
180,1\5
182,1\4
183,1\5
184,1\1
185,1\3
186,1\4
188,1\6
189,1\3
190,1\4
192,1\4
193,1\1
194,1\5
195,1\4
196,1\4
198,1\4
199,1\4
200,1\3
201,1\4
202,1\4
203,1\4
207,1\2
208,1\3
209,1\3
210,1\5
211,1\4
213,1\2
214,1\4
216,1\5
217,1\3
219,1\4
220,1\5
221,1\4
222,1\3
223,1\5
224,1\4
225,1\5
227,1\3
229,1\3
230,1\5
232,1\4
233,1\3
235,1\2
238,1\4
239,1\3
240,1\5
241,1\4
242,1\5
244,1\4
249,1\3
250,1\5
251,1\4
253,1\4
255,1\3
258,1\3
259,1\3
261,1\5
262,1\2
263,1\4
264,1\2
269,1\3
270,1\5
271,1\4
272,1\6
274,1\4
275,1\5
276,1\2
277,1\4
278,1\5
279,1\5
281,1\4
282,1\4
283,1\3
284,1\5
285,1\2
287,1\4
288,1\4
289,1\3
290,1\4
292,1\6
294,1\5
295,1\3
