Line,ProbCoup
51,0
52,0
65,4\12
79,4\12
80,4\12
83,2\6
84,2\6
87,2\4
88,2\2
91,2\4
92,2\4
96,0
97,0
101,0
113,4\12
115,4\12
120,4\12
121,2\2
125,4\12
126,4\12
129,4\12
131,4\12
134,2\2
136,2\2
140,2\2
143,0
144,0
145,0
149,0
154,2\2
155,2\2
163,0
164,0
167,0
181,2\6
182,0
187,2\6
188,0
192,2\6
193,2\2
197,2\6
200,2\6
203,2\6
204,0
210,2\6
211,2\2
215,2\6
219,2\6
220,2\6
221,2\6
226,2\6
230,2\4
232,2\6
234,2\6
240,0
241,0
242,0
243,0
247,0
262,2\2
263,0
268,2\2
269,0
273,2\2
274,2\2
277,2\2
279,2\2
280,2\2
283,2\2
287,2\2
289,2\2
293,0
295,0
296,0
297,0
301,0
304,0
307,0
308,0
309,0
313,0
316,0
320,0
323,0
338,2\4
339,0
344,2\4
345,0
349,2\4
350,0
353,2\4
354,2\4
356,2\4
357,2\2
358,2\2
359,2\2
361,2\2
364,2\2
369,2\2
370,2\2
371,2\2
376,2\2
379,2\2
384,2\2
385,2\2
386,2\2
391,2\2
394,2\4
397,2\4
399,2\2
403,2\4
406,2\4
408,2\2
412,2\4
427,0
428,0
433,0
434,0
438,0
439,0
442,0
446,0
448,0
449,0
450,0
455,0
457,0
460,0
472,2\4
473,0\2
475,0\2
476,0
480,0\2
483,2\4
498,0
534,2\4
547,4\10
548,4\10
551,4\10
552,4\10
555,0
556,0
562,0
563,0
565,0
566,0
570,0
574,0
575,0
577,0
578,0
582,0
586,0
600,4\12
603,4\12
604,0
607,4\12
610,4\12
612,4\4
613,4\4
615,4\4
617,4\12
622,4\12
624,4\12
627,4\12
628,4\12
629,4\12
633,4\12
635,4\12
639,2\4
653,4\10
654,0
658,4\10
660,2\2
663,0
667,2\2
671,4\10
675,4\10
676,4\6
680,2\8
712,0\2
715,0\2
716,0
719,0\2
720,0\2
724,0\2
727,0\2
728,0
731,0\2
732,0\2
735,0\2
737,0\2
739,0\2
753,0\2
755,0\2
757,0
764,0\2
768,0\2
771,0\2
774,0\2
775,0\2
776,0\2
779,0\2
784,0\2
787,0\2
799,4\12
801,4\12
803,4\12
806,4\12
807,4\12
809,4\12
810,4\12
811,0\2
812,0\2
814,0
820,4\12
822,4\12
827,4\12
828,4\12
834,2\4
846,0\2
847,0
850,0\2
877,2\4
878,2\4
881,0
883,0
884,0
886,0
887,0
888,0
889,0
893,0
894,0
898,0
911,0\2
913,0\2
927,2\4
929,2\4
942,2\4
944,2\4
963,0\2
964,0\2
965,0\2
967,0\2
968,0\2
970,0
973,0\2
975,0\2
986,4\12
993,4\12
994,0
997,4\12
1013,0\2
1015,0\2
1018,0\2
1020,0\2
1023,0\2
1024,0\2
1025,0
1029,0\2
1033,0\2
1034,0
1039,0\2
1044,0\2
1045,0
1049,0\2
1051,0\2
1052,0\2
1056,0\2
1059,0\2
1061,0\2
1065,0\2
1069,0
1070,0
1073,0
1082,0\4
1091,0\4
1092,0\4
1093,0\4
1095,0\2
1096,0\2
1098,0\2
