Line,ProbCoup
65,4\12
79,4\12
80,4\12
83,2\6
84,2\6
87,2\4
88,2\2
91,2\4
92,2\4
113,4\12
115,4\12
120,4\12
121,2\2
125,4\12
126,4\12
129,4\12
131,4\12
134,2\2
136,2\2
140,2\2
154,2\2
155,2\2
181,2\6
187,2\6
192,2\6
193,2\2
197,2\6
200,2\6
203,2\6
210,2\6
211,2\2
215,2\6
219,2\6
220,2\6
221,2\6
226,2\6
230,2\4
232,2\6
234,2\6
262,2\2
268,2\2
273,2\2
274,2\2
277,2\2
279,2\2
280,2\2
283,2\2
287,2\2
289,2\2
338,2\4
344,2\4
349,2\4
353,2\4
354,2\4
356,2\4
357,2\2
358,2\2
359,2\2
361,2\2
364,2\2
369,2\2
370,2\2
371,2\2
376,2\2
379,2\2
384,2\2
385,2\2
386,2\2
391,2\2
394,2\4
397,2\4
399,2\2
403,2\4
406,2\4
408,2\2
412,2\4
472,2\4
483,2\4
534,2\4
547,4\10
548,4\10
551,4\10
552,4\10
600,4\12
603,4\12
607,4\12
610,4\12
612,4\4
613,4\4
615,4\4
617,4\12
622,4\12
624,4\12
627,4\12
628,4\12
629,4\12
633,4\12
635,4\12
639,2\4
653,4\10
658,4\10
660,2\2
667,2\2
671,4\10
675,4\10
676,4\6
680,2\8
799,4\12
801,4\12
803,4\12
806,4\12
807,4\12
809,4\12
810,4\12
820,4\12
822,4\12
827,4\12
828,4\12
834,2\4
877,2\4
878,2\4
927,2\4
929,2\4
942,2\4
944,2\4
986,4\12
993,4\12
997,4\12
