Line,ProbCoup
21,0\2
22,0\2
23,0\1
24,0\1
25,0\1
26,1\2
27,0\2
28,1\3
159,1\2
160,0\2
161,1\2
162,0\1
163,1\3
89,0\2
164,1\2
90,0\1
209,0\1
165,0\1
91,0\1
210,0\2
166,1\3
92,0\2
211,0\2
167,1\2
93,0\2
212,1\3
168,0\1
94,0\2
213,0\2
95,1\2
214,0\1
96,0\1
215,1\3
97,1\3
216,0\2
98,1\1
217,1\3
99,1\2
218,0\1
100,0\1
101,0\2
102,0\1
103,0\1
29,0\1
104,0\1
30,0
105,2\3
31,0\2
106,1\3
32,0\2
107,0\1
33,0\2
108,1\3
34,0\1
35,1\3
36,1\3
37,0\2
38,2\3
169,0\2
170,0\1
171,1\2
172,1\4
173,2\2
174,0\1
219,1\3
175,0\1
220,0\2
176,0\2
0,0\2
221,1\1
177,0\1
1,1\2
222,0\2
178,0\2
2,0\1
223,0\2
3,1\2
224,1\3
4,1\2
225,0\1
5,1\2
6,1\1
109,0\1
7,0\1
110,0\1
8,0\2
111,0\2
112,1\2
113,0\1
39,1\3
114,1\1
40,0\1
115,0\2
41,0\2
116,0\2
42,0\2
117,0\2
43,0\2
118,0\2
44,2\3
45,0
46,1\3
47,0\2
48,1\2
179,0\1
180,1\3
181,0\1
182,1\3
183,0\2
184,0\2
185,1\3
186,1\2
187,0\1
188,1\3
119,1\2
120,2\4
121,0\2
122,0\1
123,0
49,0\1
124,0\1
50,0\1
125,0\1
51,0\1
126,0
52,1\3
127,0\1
53,0\2
128,0\2
54,0\2
55,1\2
56,0
57,0\1
58,0\1
189,1\2
190,0\1
191,0\1
192,1\3
193,0\2
194,0\2
195,0\2
196,0\2
197,1\3
198,0\1
129,0\2
130,0\1
131,1\2
132,1\2
133,0\2
59,0\2
134,0\1
60,0\1
135,0\2
61,0\1
136,1\3
62,2\3
137,0\1
63,1\2
138,0
64,0
65,0\2
66,0\2
67,0\1
68,0\2
139,1\2
140,0\1
141,0
142,0\2
143,0\2
69,0\1
144,0\2
70,0\2
145,0\2
71,1\3
146,0\2
72,0\1
147,0\2
73,0\1
148,2\3
74,1\3
75,0\2
76,0\2
77,0\1
78,1\2
9,0
10,0\1
11,0\1
12,0\1
13,1\2
14,1\3
15,0\2
16,0\1
17,1\2
18,1\2
149,0
150,0\1
151,0\2
152,1\3
153,0\1
79,1\2
154,0\1
80,1\3
199,0\1
155,1\3
81,0\1
200,0\1
156,1\3
82,0\1
201,0\1
157,0\2
83,0\1
202,0\1
158,0\1
84,0\2
203,0\2
85,1\3
204,0\1
86,2\4
205,1\3
87,0\2
206,0\1
88,0\2
207,0\1
208,0\1
19,0\1
20,0
