Line,ProbCoup
26,1\2
28,1\3
159,1\2
161,1\2
163,1\3
164,1\2
166,1\3
167,1\2
212,1\3
95,1\2
215,1\3
97,1\3
98,1\1
217,1\3
99,1\2
105,2\3
106,1\3
108,1\3
35,1\3
36,1\3
38,2\3
171,1\2
172,1\4
173,2\2
219,1\3
221,1\1
1,1\2
3,1\2
224,1\3
4,1\2
5,1\2
6,1\1
112,1\2
39,1\3
114,1\1
44,2\3
46,1\3
48,1\2
180,1\3
182,1\3
185,1\3
186,1\2
188,1\3
119,1\2
120,2\4
52,1\3
55,1\2
189,1\2
192,1\3
197,1\3
131,1\2
132,1\2
136,1\3
62,2\3
63,1\2
139,1\2
71,1\3
148,2\3
74,1\3
78,1\2
13,1\2
14,1\3
17,1\2
18,1\2
152,1\3
79,1\2
80,1\3
155,1\3
156,1\3
85,1\3
86,2\4
205,1\3
