Line,ProbCoup
0,0\2
1,0\2
2,0\1
3,0
4,1\3
5,0\1
6,0
7,0\1
8,0\1
9,0
10,0\1
11,0\2
12,0\2
13,1\2
14,0\1
15,0\1
16,0\1
17,0\2
18,0\2
19,0\1
20,0\1
21,0\2
22,0\3
23,0\1
24,0\1
25,0\2
26,0
27,0\2
28,0
29,0\2
30,0\1
31,0\1
32,0
33,0\2
34,0\3
35,0\2
36,0\3
37,0\1
38,0
39,0\2
40,0\1
41,0\1
42,0\2
43,0\1
44,0\1
45,0\1
46,0
47,0\1
48,0\2
49,1\2
50,0\1
51,0\1
52,0\3
53,0\1
54,0
55,0\2
56,0\1
57,0\3
58,0\2
59,0\2
60,0\3
61,0
62,0\2
63,0\2
64,0\1
65,0\2
66,0\3
67,0\2
68,1\3
69,0\2
70,0\3
71,0\1
72,0\1
73,0\2
74,0\3
75,0\1
76,0\1
77,0\2
78,0\2
79,0\2
80,0\1
81,0\1
82,0\2
83,1\2
84,0\1
85,0\1
86,0\1
87,0\2
88,0\2
89,0\1
90,0\1
91,0\1
92,0\2
93,0\2
94,0\2
95,0\2
96,0\1
97,0\1
98,0\3
99,0
100,0\1
101,0\2
102,0\1
103,0\2
104,0\1
105,0\1
106,1\3
107,0\2
108,0\1
109,0\2
110,0\1
111,0\2
112,0\1
113,0\1
114,0\2
115,0\3
116,1\2
117,0\1
118,0\1
119,1\2
120,0\2
121,1\1
122,0\2
123,0\1
124,1\3
125,0\2
126,0\2
127,0\2
128,1\4
129,0\1
130,0\1
131,0\3
132,0\1
133,0\2
134,0\1
135,0\2
136,0\1
137,0\2
138,0\2
139,0\2
140,0\1
141,0
142,0\2
143,0
144,0\2
145,0\2
146,0\4
147,0\1
148,0\2
149,0\2
150,0
151,0\1
152,0\1
153,0\2
154,0\1
155,0\1
156,0\1
157,0\2
158,0\1
159,1\2
160,0\1
161,0
162,0\2
163,0\3
164,0\2
165,0\3
166,0\2
167,0\1
168,0
169,0\1
170,1\2
171,0\2
172,0\1
173,0\2
174,0\1
175,1\3
176,0\2
177,0\3
178,0
179,0\3
180,1\3
181,0\1
182,0\2
183,0
184,0\2
185,0\2
186,0
187,0\1
188,0\1
189,0\1
190,0\2
191,0\2
192,0\1
193,1\2
194,0\1
195,0\4
196,1\4
197,0\1
198,0\1
199,1\3
200,0\1
201,0\3
202,1\1
203,0
204,0\1
205,0\2
206,0
207,0\2
208,0\2
209,0
210,0\1
