Line,ProbCoup
21,0\1
22,0\2
23,0\2
24,0\2
25,0\3
26,1\3
27,0\2
28,0\1
159,1\1
160,0\1
161,0\1
162,0\2
163,0\2
89,0
164,0\1
90,0\2
209,1\3
165,0\2
91,0\2
210,0\1
166,1\4
92,0\2
211,1\2
167,1\2
93,0\3
212,0\2
168,0\1
94,0
213,0\2
95,0\2
214,0\2
96,1\3
215,0\1
97,0\1
216,0\3
98,0\1
217,0\2
99,0\2
218,0\2
100,0\1
101,0\2
102,0\2
103,0\2
29,0\1
104,0\2
30,0
105,0\1
31,0\2
106,0\1
32,0\2
107,1\4
33,1\2
108,0
34,0\2
35,1\3
36,0\2
37,0\2
38,0\2
169,0\3
170,0\2
171,0\1
172,0\3
173,1\2
174,0\3
219,0\2
175,1\2
220,0\2
176,1\2
0,1\3
221,0\1
177,0\1
1,1\2
222,0\3
178,0\1
2,0\4
223,0\1
3,0\1
224,0\4
4,0\2
225,0\1
5,0\3
226,1\4
6,0\2
227,0\2
109,0\1
7,1\4
228,0\3
110,0\2
8,0\2
111,0\2
112,0\2
113,1\3
39,0\2
114,0\3
40,0\1
115,1\2
41,1\2
116,0\1
42,0\2
117,0\2
43,0
118,0\2
44,0\1
45,0\1
46,0\2
47,0\1
48,0
179,0\3
180,0\1
181,0\2
182,0
183,0\2
184,0\1
229,0\3
185,0
230,0\2
186,1\2
187,0\2
188,0\2
119,0\1
120,0\1
121,0\4
122,0\1
123,0\2
49,0\2
124,0\1
50,0\2
125,0\1
51,0\1
126,0\1
52,0\3
127,0\3
53,0
128,0\2
54,0\1
55,0\1
56,0\2
57,0\2
58,0\2
189,0\1
190,0\2
191,0\1
192,0\1
193,0\1
194,0\3
195,1\3
196,0
197,0\2
198,0\2
129,0\3
130,0\1
131,0
132,0\3
133,0\2
59,0
134,0\1
60,0\1
135,0\2
61,0
136,1\1
62,0\2
137,0
63,0\1
138,0\1
64,0\3
65,0
66,0\2
67,0\1
68,0\1
139,0\2
140,0\2
141,0\1
142,0\2
143,1\2
69,0\2
144,0\1
70,0\1
145,0\3
71,0\3
146,0\1
72,0\3
147,0\3
73,0
148,0\2
74,0\3
75,0
76,0\2
77,0\1
78,0\3
9,0\3
10,0\3
11,0\1
12,1\3
13,0\1
14,0\3
15,0\1
16,0\2
17,0\1
18,0\3
149,0\4
150,0\1
151,1\2
152,0\3
153,0
79,0\1
154,0\1
80,0\4
199,0\2
155,0
81,0\1
200,0\2
156,0\2
82,0\2
201,1\3
157,0\1
83,1\1
202,0\2
158,0\2
84,0\3
203,1\5
85,0\3
204,1\2
86,0\1
205,0\2
87,0\3
206,1\4
88,0\1
207,0
208,0\2
19,0
20,0\4
