Line,ProbCoup
44,0\1
45,0\1
142,0\1
164,0\2
165,0\2
167,0\2
168,0\2
170,0\2
171,0\2
173,0\2
174,0\2
175,0\2
177,0\2
178,0\2
179,0\1
180,0\1
182,0\2
184,0\2
186,0\2
187,0\2
188,0\2
192,0\2
194,0\1
195,0\1
196,0\1
199,0\2
200,0\2
201,0\2
202,0\2
203,0\2
205,0\2
206,0\2
210,0\2
213,0\2
215,0\2
243,0\1
276,0\4
277,0\4
278,0\2
280,0\4
281,0\4
282,0\4
283,0\4
284,0\4
286,0\4
287,0\4
288,0\4
289,0\4
290,0\4
291,0\4
293,0\4
296,0\4
320,0\1
350,0\2
351,0\2
352,0\2
354,0\2
355,0\2
377,0\1
406,0\2
407,0\2
408,0\2
410,0\2
411,0\2
412,0\2
413,0\2
414,0\2
416,0\2
417,0\2
418,0\2
419,0\2
420,0\2
421,0\2
423,0\2
426,0\2
454,0\2
455,0\1
457,0\2
459,0\2
460,0\2
461,0\2
463,0\2
464,0\2
465,0\2
466,0\2
467,0\2
468,0\2
469,0\2
470,0\2
471,0\2
473,0\2
476,0\2
478,0\2
479,0\2
481,0\2
508,0\1
539,0\2
540,0\2
542,0\2
543,0\1
545,0\2
546,0\2
547,0\2
548,0\2
549,0\2
550,0\2
552,0\2
553,0\2
554,0\2
555,0\2
556,0\2
561,0\2
573,0\8
574,0\8
576,0\4
577,0\4
578,0\4
581,0\4
607,1\1
608,1\1
610,1\1
611,1\1
618,1\1
619,1\1
622,1\1
623,1\1
626,1\1
627,1\1
628,1\1
629,1\1
631,1\1
632,1\1
634,1\1
635,1\1
636,1\1
638,1\1
639,1\1
641,1\1
