Line,ProbCoup
0,0
1,0\1
2,0\1
3,0
4,0\1
5,0\1
6,0\1
7,0\1
8,0\1
9,0
10,1\3
11,0\2
12,0\2
13,0
14,1\1
15,0
16,0\1
17,0\1
18,1\3
19,1\2
20,0
21,1\1
22,0
23,0
24,1\1
25,0\2
26,0
27,0
28,0
29,0\1
30,0\1
31,1\3
32,1\1
33,1\1
34,0\1
35,0\1
36,1\2
37,0\1
38,1\1
39,1\1
40,1\3
41,0\1
42,1\2
43,1\2
44,1\2
45,0
46,0\2
47,0\2
48,0\2
49,1\3
50,1\1
51,0
52,1\1
53,1\2
54,1\2
55,1\2
56,1\1
57,0\2
58,0\1
59,0\2
60,0
61,1\3
62,1\2
63,0
64,0
65,0\1
66,0\1
67,0\4
68,0\1
69,0\3
70,1\2
71,1\2
72,1\1
73,0\1
74,1\2
75,1\2
76,1\1
77,1\1
78,0\1
79,1\1
80,1\2
81,1\1
82,0\1
83,0\1
84,1\2
85,0
86,1\2
87,0\1
88,0
89,1\1
90,0\3
91,0
92,1\2
93,1\3
94,0
95,0\2
96,0\1
97,0
98,1\2
99,0\1
100,1\1
101,0
102,0
103,1\3
104,0\2
105,1\1
106,1\2
107,1\3
108,0\1
109,1\3
110,0\1
111,0\1
112,0\1
113,1\1
114,1\4
115,0
116,0\3
117,1\3
118,0\1
119,0
120,1\1
121,1\2
122,1\2
123,0\1
124,0\1
125,0\1
126,0\1
127,0
128,0\2
129,0\1
130,0\1
131,1\1
132,0\1
133,0
134,0\1
135,1\1
136,0\1
137,0
138,0
139,0
140,0
141,0\2
142,1\2
143,0\1
144,1\4
145,0\1
146,1\4
147,0
148,1\2
149,1\3
150,0
151,0\2
152,0
153,0\3
154,1\1
155,1\3
156,0\2
157,1\2
158,0
159,0\1
160,1\3
161,0\2
162,1\5
163,0\2
164,0
165,1\2
166,0\1
167,1\2
168,1\2
169,0
170,1\1
171,0\2
172,0
173,1\2
174,0\3
175,1\2
176,0\1
177,0
178,0\1
179,1\1
180,1\2
181,0
182,1\2
183,0
184,1\4
185,1\2
186,0\3
187,0\1
188,1\1
189,0\2
190,1\3
191,1\1
192,0\1
193,1\1
194,0
195,0\2
196,0\2
197,1\1
198,0\2
199,1\1
200,0
201,1\1
202,1\2
203,1\3
204,1\1
205,1\1
206,0
