Line,ProbCoup
10,1\3
14,1\1
18,1\3
19,1\2
21,1\1
24,1\1
31,1\3
32,1\1
33,1\1
36,1\2
38,1\1
39,1\1
40,1\3
42,1\2
43,1\2
44,1\2
49,1\3
50,1\1
52,1\1
53,1\2
54,1\2
55,1\2
56,1\1
61,1\3
62,1\2
70,1\2
71,1\2
72,1\1
74,1\2
75,1\2
76,1\1
77,1\1
79,1\1
80,1\2
81,1\1
84,1\2
86,1\2
89,1\1
92,1\2
93,1\3
98,1\2
100,1\1
103,1\3
105,1\1
106,1\2
107,1\3
109,1\3
113,1\1
114,1\4
117,1\3
120,1\1
121,1\2
122,1\2
131,1\1
135,1\1
142,1\2
144,1\4
146,1\4
148,1\2
149,1\3
154,1\1
155,1\3
157,1\2
160,1\3
162,1\5
165,1\2
167,1\2
168,1\2
170,1\1
173,1\2
175,1\2
179,1\1
180,1\2
182,1\2
184,1\4
185,1\2
188,1\1
190,1\3
191,1\1
193,1\1
197,1\1
199,1\1
201,1\1
202,1\2
203,1\3
204,1\1
205,1\1
209,1\2
211,1\1
212,1\3
213,1\2
215,1\2
223,1\2
224,1\1
225,1\3
233,1\2
235,1\2
236,1\2
238,1\1
242,1\2
243,1\2
245,1\1
246,1\4
248,1\1
249,1\1
250,1\3
255,1\2
256,1\2
259,1\3
261,1\2
262,1\2
263,1\2
264,1\3
266,1\2
269,1\1
274,1\1
275,1\3
277,1\1
279,1\1
280,1\3
282,1\1
289,1\2
292,1\1
293,1\1
295,1\3
297,1\4
306,1\2
310,1\2
314,1\4
315,1\5
320,1\2
325,1\3
326,1\1
328,1\2
329,1\1
331,1\4
334,1\1
336,1\1
338,1\3
341,1\2
342,1\3
347,1\2
348,1\2
350,1\4
354,1\2
355,1\4
356,1\2
359,1\2
362,1\2
364,1\2
367,1\2
373,1\2
375,1\1
378,1\3
379,1\3
381,1\2
383,1\1
385,1\3
386,1\1
387,1\2
389,1\1
390,1\3
392,1\2
394,1\2
395,1\3
396,1\1
397,1\2
401,1\1
408,1\1
411,1\1
412,1\3
413,1\2
414,1\2
418,1\1
422,1\1
430,1\1
434,1\3
435,1\1
438,1\5
442,1\2
443,1\2
444,1\2
447,1\2
449,1\1
450,1\1
451,1\3
452,1\1
453,1\1
459,1\2
462,1\2
463,1\2
465,1\1
468,1\2
471,1\2
479,1\1
484,1\1
485,1\1
486,1\4
491,1\3
492,1\1
494,1\2
495,1\3
497,1\1
501,1\1
506,1\2
509,1\1
513,1\1
517,1\2
518,1\1
521,1\1
523,1\3
526,1\5
528,1\4
529,1\1
539,1\1
541,1\2
545,1\2
546,1\2
547,1\2
550,1\2
553,1\2
554,1\3
556,1\1
557,1\2
561,1\1
564,1\3
567,1\1
570,1\3
571,1\1
572,1\3
578,1\3
581,1\4
582,1\2
586,1\4
587,1\2
597,1\3
601,1\1
602,1\1
607,1\1
612,1\2
613,1\2
615,1\2
619,1\1
623,1\3
625,1\3
626,1\1
627,1\1
631,1\3
632,1\2
634,1\3
635,1\2
636,1\3
639,1\2
640,1\2
641,1\2
642,1\1
643,1\3
645,1\2
648,1\2
650,1\1
651,1\1
652,1\2
